competency_id,subdomain_id,competency_code,competency_title,competency_statement,sort_order
442eca5a-02de-4487-8fc2-90f52cc58c92,c034064f-af94-4461-96bd-a763df38aa72,2.2.1,Engages in collaborative practice,,32
d317792c-e78b-4f87-98d2-6b00778d6b1f,c034064f-af94-4461-96bd-a763df38aa72,2.2.2,Builds and maintains trusting partnerships,,33
5bc08910-b11c-4dcb-9c4e-14c102306dd9,c034064f-af94-4461-96bd-a763df38aa72,2.2.3,"Learns from, with and about others",,34
8cf5863a-56e9-4693-9f9a-99667dc86f36,c034064f-af94-4461-96bd-a763df38aa72,2.2.4,Constructively manages tensions and conflicts,,35
a105dd93-aa68-4a10-b7e2-fab4f341dce6,c034064f-af94-4461-96bd-a763df38aa72,2.2.5,Engagement mindset/Places people at the centre of all practice,,36
8d633781-4c5e-4107-a051-ee42b64fde73,1c9b6fa5-2f7e-4ee7-ab0f-dd3dd46b522d,2.3.1,"Take an adaptive, collaborative and rigorous approach to decision-making",,37
ea632190-0c41-42d2-ac03-4be11bd2142e,1c9b6fa5-2f7e-4ee7-ab0f-dd3dd46b522d,2.3.2,Incorporate a systems approach to decision-making,,38
5f65b263-36f8-4907-879f-c55ea345916b,1c9b6fa5-2f7e-4ee7-ab0f-dd3dd46b522d,2.3.3,Take a solutions-oriented approach to problem-solving,,39
9f22a676-7123-426e-b4ab-695716eeb557,1c9b6fa5-2f7e-4ee7-ab0f-dd3dd46b522d,2.3.4,Adapt to unexpected or changing situations,,40
2c17ea2e-943d-49d2-8269-768599fa24eb,3d606fa4-0d72-4418-9688-3983de8d600c,2.4.1,Works within the limits of competence and scope of practice,,41
6865ccf1-1cf4-4fc2-8fcb-779c5ef0a33a,3d606fa4-0d72-4418-9688-3983de8d600c,2.4.2,Manages own health and well-being,,42
8c1e804e-3613-4b84-9a3e-6161b4b09567,3d606fa4-0d72-4418-9688-3983de8d600c,2.4.3,"Ethics (From Ethics Domain, adapted from UHC)",,43
3c1d0e62-e3dd-4238-b790-0111d0033649,3d606fa4-0d72-4418-9688-3983de8d600c,2.4.4,Lifelong learning (See Workforce Development),,44
7474a25e-7929-4074-8a5a-873e7779e79a,60c710fe-ba7c-430b-8221-a8eef5590fc9,3.1.1,"Set the Policy, Regulatory or Governance Agenda",,45
36b482bd-e906-4f1d-a68e-bd06e971968b,60c710fe-ba7c-430b-8221-a8eef5590fc9,3.1.2,"Formulate policies, regulations or governance mechanisms",,46
af5cf126-e854-4bc9-9aae-6984814ff5cc,60c710fe-ba7c-430b-8221-a8eef5590fc9,3.1.3,"Implement policies, regulations or governance mechanisms",,47
a7c1040c-f650-479a-9c7f-9c78f8fe9da3,60c710fe-ba7c-430b-8221-a8eef5590fc9,3.1.4,"Steward the adoption of policies, regulations and governance mechanisms (revised from old Accountability and Impact subdomain)",,48
554b6965-c95a-489e-86e4-dbf860e70cb3,60c710fe-ba7c-430b-8221-a8eef5590fc9,3.1.5,"Evaluate policies, regulations or governance mechanisms post-implementation",,49
9eb15af3-b842-44e2-9edb-c204b468029c,60c710fe-ba7c-430b-8221-a8eef5590fc9,3.1.6,"Support and maintain policies, regulations or governance mechanisms post-implementation",,50
fc52ee13-80a1-466c-b58c-deba59a68054,60c710fe-ba7c-430b-8221-a8eef5590fc9,3.1.7,"Follow policies, regulations and governance structures and processes",,51
94c69870-97e3-4999-9b3d-3f331d693c8e,f175efd2-1b4b-408b-b77e-4d01a4ff53be,3.2.1,Develop clear vision and well-informed digital health strategies,,52
cb8236f1-d6af-4ebb-bf52-56385977aec6,f175efd2-1b4b-408b-b77e-4d01a4ff53be,3.2.2,Implement digital health strategies,,53
8dafc647-46f2-4cb1-9ea6-f2dbdd29c238,f175efd2-1b4b-408b-b77e-4d01a4ff53be,3.2.3,Facilitate institutionalization of digital health strategies,,54
a8e8e96e-17d9-4dbc-8cc1-273810a6fb08,f175efd2-1b4b-408b-b77e-4d01a4ff53be,3.2.4,Monitor and evaluate digital health strategy,,55
5ea2971c-4aee-48fa-9f99-e194ef3bf84b,f175efd2-1b4b-408b-b77e-4d01a4ff53be,3.2.5,Negotiation,,56
8218e065-6610-4a29-b085-428ba0d48e38,8f82abd4-37d3-423f-8b58-2454717837a4,3.3.1,Lead digital transformation,,57
478618c9-c4ef-4ec4-8df4-2987458dfe61,8f82abd4-37d3-423f-8b58-2454717837a4,3.3.2,Promote innovation,,58
b85c2281-5731-4238-bf9c-63fa43cc356c,8f82abd4-37d3-423f-8b58-2454717837a4,3.3.3,Catalyze agenda/action with stakeholders,,59
f7fc25f0-c9c7-483b-8516-7a148d1f635e,8f82abd4-37d3-423f-8b58-2454717837a4,3.3.4,Empower organizational change (change management),,60
ec03cbb1-52a8-4f1e-926b-857f9c00f364,c17078de-7cb3-40b3-9392-5ef0699251fe,3.4.1,Manage people,,61
947a1b5e-6384-4c18-9366-fff86a991d13,c17078de-7cb3-40b3-9392-5ef0699251fe,3.4.2,Manage stakeholder engagement,,62
f92844d7-e3b9-43cd-9fe4-b95b1ee92faf,c17078de-7cb3-40b3-9392-5ef0699251fe,3.4.3,Manage the digital health implementation,,63
c0fbcfa1-3e18-42ac-80a7-61ba2fb0fd35,a221294c-d39d-4d56-b8c8-ffa51e15290c,3.5.1,Assess economic impact of digital health,,64
31dd8e12-7b5b-4d99-ab99-e3c0285c472b,a221294c-d39d-4d56-b8c8-ffa51e15290c,3.5.2,Assess health system impact of digital health,,65
d7ff7ebd-7542-4c25-9919-28232b67e97d,a221294c-d39d-4d56-b8c8-ffa51e15290c,3.5.3,Assess patient care and health impact of digital health,,66
f4ef4c69-2200-486f-81fc-3eadc172e434,a221294c-d39d-4d56-b8c8-ffa51e15290c,3.5.4,Assess population health impact of digital health,,67
f38c1cd1-5c75-414e-86b0-855aecc1ebf0,96349630-f1ef-407a-b80f-8c4f3d5f4a3b,3.6.1,Develop costed plan,,68
8f379294-383f-4d7a-b2bd-970fbeb2b3e4,96349630-f1ef-407a-b80f-8c4f3d5f4a3b,3.6.2,Develop investment/funding strategy,,69
1950db56-860a-4cf5-98c1-131f0fbc71ab,96349630-f1ef-407a-b80f-8c4f3d5f4a3b,3.6.3,Execute the investment/funding strategy,,70
928b5791-82d5-4ca3-88d6-b5b6ebf01816,96349630-f1ef-407a-b80f-8c4f3d5f4a3b,3.6.4,Manage finance for digital health,,71
9c6b4e39-12fb-4749-a498-8dba779af4a0,70a449db-26d4-402d-9c25-390d51af7441,4.1.1,Apply a systems approach to improve digital health services,,72
c3cfe30e-19f0-4702-a359-2f99cb0ccde3,70a449db-26d4-402d-9c25-390d51af7441,4.1.2,Develop digital health business/economic models,,73
33c71dee-8a5e-48db-b052-e077d045c746,70a449db-26d4-402d-9c25-390d51af7441,4.1.3,Evaluate and select digital health solutions,,74
988609ae-5894-45da-a9aa-bcc12d43d86a,70a449db-26d4-402d-9c25-390d51af7441,4.1.4,Design and implement digital solutions,,75
a51ed6c3-01f7-49b0-a955-8640fd7d2497,70a449db-26d4-402d-9c25-390d51af7441,4.1.5,Create interoperability of tools and workflows,,76
bc8e6f81-cc83-4b4a-bb0e-7842fed2be01,77c452ad-b533-4f4a-b8dd-e71a366a189a,4.2.1,Assess project viability,,77
a84266e4-4e57-40e9-b1ba-ba3f4854fcc7,77c452ad-b533-4f4a-b8dd-e71a366a189a,4.2.2,Use human-centered design,,78
e8ba1888-8025-43e5-b9cf-dcd593d3fca3,77c452ad-b533-4f4a-b8dd-e71a366a189a,4.2.3,Apply the software development lifecycle,,79
51bfb15d-f6cb-42b2-8a8e-9072bc30b738,77c452ad-b533-4f4a-b8dd-e71a366a189a,4.2.4,Implement new products and solutions,,80
1e7ed9ef-3e37-4fc7-8bc8-0e59c7f3784e,77c452ad-b533-4f4a-b8dd-e71a366a189a,4.2.5,Evaluate software performance,,81
5c502d0b-831a-4bbd-8c0f-c4630aad7073,77c452ad-b533-4f4a-b8dd-e71a366a189a,4.2.6,Evaluate effectiveness of digital health solutions,,82
7c77ae2b-d3ac-4110-955a-87ef00dedf06,8938d10e-0a67-4770-8935-6d57619c6284,4.3.1,Identify strategic digital health infrastructure needs,,83
67c51ee0-9f67-4e04-8ff7-6427395e5e75,8938d10e-0a67-4770-8935-6d57619c6284,4.3.2,Design and plan the enterprise architecture,,84
1baaea67-f111-4752-9e89-6ef9af51053c,8938d10e-0a67-4770-8935-6d57619c6284,4.3.3,Align individual projects with the enterprise architecture,,85
abbc66eb-963c-4c55-962f-2c9d45d61052,8938d10e-0a67-4770-8935-6d57619c6284,4.3.4,Design and implement systems integration,,86
9ee3c445-7a52-43f3-b43b-569f368d8c9f,8938d10e-0a67-4770-8935-6d57619c6284,4.3.5,Support application interoperability to enable data sharing and use,,87
372cd6e0-7f8a-46de-9879-c8b7ebef6380,20e3a2fa-b0da-4e74-8e19-b3cddca09cdd,4.4.1,Develop health systems knowledge,,88
f1025092-735a-435f-94d2-8c67bb8dbe58,20e3a2fa-b0da-4e74-8e19-b3cddca09cdd,4.4.2,Maintain health systems,,89
e20cad11-8353-42ea-a9ee-ea452fea1402,20e3a2fa-b0da-4e74-8e19-b3cddca09cdd,4.4.3,Apply systems theory to research and implementation,,90
f62e36de-89e1-489f-a7ca-e5341a8f1ee9,1f8fde2d-52b4-4eab-bbe6-93641aa9459f,5.1.1,Targeted communication to Persons,,91
769e2d9b-e2d7-4060-854f-a04fc092af66,1f8fde2d-52b4-4eab-bbe6-93641aa9459f,5.1.2,Untargeted communication to Persons,,92
fbb024c3-1a97-4200-8bb0-a92d42d8dc1e,1f8fde2d-52b4-4eab-bbe6-93641aa9459f,5.1.3,Person to Person communication,,93
2196ab5d-94e5-4ff2-ac3b-f798e44e43b1,1f8fde2d-52b4-4eab-bbe6-93641aa9459f,5.1.4,Personal health tracking,,94
7e89ed37-f61d-4867-a897-95e2e7b57ab6,1f8fde2d-52b4-4eab-bbe6-93641aa9459f,5.1.5,Person based reporting,,95
76af673d-a950-44f0-b3ce-c5b19c778629,1f8fde2d-52b4-4eab-bbe6-93641aa9459f,5.1.6,On demand communication with persons,,96
8e066e26-ee6b-49c9-95d2-d410306cf447,1f8fde2d-52b4-4eab-bbe6-93641aa9459f,5.1.7,Person-centred financial transactions,,97
39e162b4-6e07-4ff7-b62b-44bea4590562,1f8fde2d-52b4-4eab-bbe6-93641aa9459f,5.1.8,Person-centred consent management,,98
6e774c4b-91fe-4c9e-9467-84202da83fc2,6112724a-8879-4794-86f2-169e7d3d33e5,5.2.1,Identification and registration of persons,,99
a609fd65-eede-45aa-9808-b48f618d86ed,6112724a-8879-4794-86f2-169e7d3d33e5,5.2.2,Person-centred health records,,100
c8100d0c-37dc-4bac-a9de-fa712a376811,6112724a-8879-4794-86f2-169e7d3d33e5,5.2.3,Healthcare provider decision support,,101
8b4d00c3-ae69-4b91-9560-7bc7c7a4aa2b,6112724a-8879-4794-86f2-169e7d3d33e5,5.2.4,Telemedicine,,102
4a3850d3-3376-4de6-ad04-acd87a78b5d7,6112724a-8879-4794-86f2-169e7d3d33e5,5.2.5,Healthcare provider communication,,103
39e30801-179e-439b-8548-5d3a3a97a0ad,6112724a-8879-4794-86f2-169e7d3d33e5,5.2.6,Referral coordination,,104
f301cc5e-013c-4d6e-9b9c-d5a867c93d49,6112724a-8879-4794-86f2-169e7d3d33e5,5.2.7,Scheduling and activity planning for healthcare providers,,105
f17c491a-2b3d-433c-bd3e-01df81dfe25f,6112724a-8879-4794-86f2-169e7d3d33e5,5.2.8,Prescription and medication management,,106
c93ad651-a4a0-40a7-b001-7f14f92db19b,6112724a-8879-4794-86f2-169e7d3d33e5,5.2.9,Laboratory and diagnostics imaging management,,107
a55ab941-9687-4b06-8a7a-c26ee8c08b17,6112724a-8879-4794-86f2-169e7d3d33e5,5.2.10,Healthcare provider financial transactions,,108
d6019ea1-70e3-4e5b-96b7-985d8a78df40,1317939f-c2ac-4930-ac98-87e622fe53ff,5.3.1,Human resource management,,109
b7584451-c435-47fa-8471-c466a4422d8e,1317939f-c2ac-4930-ac98-87e622fe53ff,5.3.2,Supply chain management,,110
42f6e158-b879-45f5-aec2-6eb95c2b67b9,1317939f-c2ac-4930-ac98-87e622fe53ff,5.3.3,Public health event notification,,111
c8a9668b-4aa6-453b-a2aa-0f164e8fb1a2,1317939f-c2ac-4930-ac98-87e622fe53ff,5.3.4,Civil Registration and Vital Statistics (CRVS),,112
81c53df1-85f1-4907-af95-06290fe59e93,1317939f-c2ac-4930-ac98-87e622fe53ff,5.3.5,Health system financial management,,113
4dae03ca-605a-4f9b-9807-4a8f974774b2,1317939f-c2ac-4930-ac98-87e622fe53ff,5.3.6,Equipment and asset management,,114
40872704-a3c7-4dd6-a9e7-6cc687649303,1317939f-c2ac-4930-ac98-87e622fe53ff,5.3.7,Facility management,,115
bd6cc6f9-a725-44c4-a2f4-8d70a3df80b3,1317939f-c2ac-4930-ac98-87e622fe53ff,5.3.8,Person-centred health certificate management,,116
e41d6c03-fa61-4bca-b968-c1489f25391d,52332134-d2c8-4628-b682-da8090eaa201,5.4.1,Data Management,,117
7a147870-4d90-4b84-8791-ed7e28ddd595,52332134-d2c8-4628-b682-da8090eaa201,5.4.2,Data coding,,118
658766c9-d0ef-4fd3-8cb5-ce16c2974a0d,52332134-d2c8-4628-b682-da8090eaa201,5.4.3,Geo spatial information management,,119
25676646-ce75-4600-a9b1-219d64414a18,52332134-d2c8-4628-b682-da8090eaa201,5.4.4,Data exchange and Interoperability,,120
9c4f2753-d779-494e-af8b-a974c7e68c3e,52332134-d2c8-4628-b682-da8090eaa201,5.4.5,Data governance compliance,,121
dfa81988-7292-4561-a56c-249157aa7c1b,7f5f1fbe-38f4-47c3-bd26-55ae97a38eaa,6.1.1,Develop data coding and interoperability standards,,122
386675b8-6d71-4d58-aea4-a362708b870f,7f5f1fbe-38f4-47c3-bd26-55ae97a38eaa,6.1.2,Use data coding and interoperability standards,,123
c6085939-c0e9-4e1b-b7b8-b35c574f9363,7f5f1fbe-38f4-47c3-bd26-55ae97a38eaa,6.1.3,Develop data security policies,,124
daecbb43-055e-4a1d-b2f3-8e21da82cd83,7f5f1fbe-38f4-47c3-bd26-55ae97a38eaa,6.1.4,Follow data security policies,,125
c21f588b-27ca-4f61-908d-bb8ba829e7a4,4bfcdec9-66bd-43ae-a0e9-f5a501f21aa5,6.2.1,Develop data analysis strategy,,126
3b281be3-b235-4efd-87b7-dde55e5cf924,4bfcdec9-66bd-43ae-a0e9-f5a501f21aa5,6.2.2,Apply data collection methods,,127
cc2a38eb-3224-4a05-9b72-b37fedd2333e,4bfcdec9-66bd-43ae-a0e9-f5a501f21aa5,6.2.3,Process data,,128
b78d3bcd-ae83-44a2-a42c-1d0b615ab63b,4bfcdec9-66bd-43ae-a0e9-f5a501f21aa5,6.2.4,Analyze data,,129
18e877aa-5bdb-4db0-966e-45340e515db9,7954ad09-9fef-4b07-a7da-d09075a6f530,6.3.1,Produce Data Analysis,,130
6a5604f5-ccd9-49fe-9227-72dbf2091402,7954ad09-9fef-4b07-a7da-d09075a6f530,6.3.2,Demonstrate effective donor communications,,131
09ae7485-7680-4e15-a700-2cc7542c6835,7954ad09-9fef-4b07-a7da-d09075a6f530,6.3.3,Demonstrate effective government directed communications,,132
60f6aa55-e679-4848-ab83-6f56ce5ec36e,7954ad09-9fef-4b07-a7da-d09075a6f530,6.3.4,Demonstrate effective academic and research communications,,133
213f34de-d320-471c-837f-59902828479b,7954ad09-9fef-4b07-a7da-d09075a6f530,6.3.5,Demonstrate effective general population centered communication,,134
3018cbac-a447-402e-b8d5-9425de4b8b62,66254495-0d75-4754-a3c3-cf7b1c870b37,6.4.1,Demand and use information to derive insights,,135
49840a6e-2d5a-4f15-a490-1f9859d1a064,66254495-0d75-4754-a3c3-cf7b1c870b37,6.4.2,Implement evidence based recommendations and policies,,136
5abd0e48-14cb-4c73-b8c2-6692bf9cf9a4,66254495-0d75-4754-a3c3-cf7b1c870b37,6.4.3,Apply the principles of evidence-informed practice (from WHO-UHC),,137
24c3b8ba-4cb4-47f8-8aa1-b98716c40253,0d774347-6cdc-46da-9dff-6a70afb4752c,7.1.1,"Use technical devices, software, applications, information technologies",,138
a078626a-8892-4e43-81d9-0ea323aa8583,0d774347-6cdc-46da-9dff-6a70afb4752c,7.1.2,Support others in using technology,,139
f4160c66-bd72-4ba9-bd1d-ba845e545563,0d774347-6cdc-46da-9dff-6a70afb4752c,7.1.3,Innovate with digital tools,,140
6e0e94c1-dcf3-4c4a-8913-4b0d07ae29b6,48992d4e-c5f8-4acf-b626-09a7bfe0df33,7.2.1,Maintain digital identities,,141
46ca9b4e-5b5d-48e8-b1e8-487354cf8a11,48992d4e-c5f8-4acf-b626-09a7bfe0df33,7.2.2,Protect personal data and privacy,,142
6c79393e-045d-4fad-bbcd-b6ad1316ddac,48992d4e-c5f8-4acf-b626-09a7bfe0df33,7.2.3,Protect devices,,143
2aaec84c-4052-4dcc-aa31-fa8507fe9ef6,48992d4e-c5f8-4acf-b626-09a7bfe0df33,7.2.4,Manage the impact of own and others’ activities on the natural environment.,,144
e005587d-bbe5-4020-819f-6164176367da,939cd4c4-21b3-45a9-a1f0-62010c1b1105,7.3.1,Use communication and collaboration technologies,,145
bd8fb825-1690-4b85-a38c-54a6025f5db6,939cd4c4-21b3-45a9-a1f0-62010c1b1105,7.3.2,Use digital technologies for information sharing,,146
fa75f7ce-2f12-4f4a-9d8f-46c566db800a,939cd4c4-21b3-45a9-a1f0-62010c1b1105,7.3.3,Use digital technologies for teamwork and collaboration,,147
dc1e3c4d-2ff2-4a01-84ba-cbb78fc7696d,cf54cbef-7539-42fb-9990-0f2bc5a1404a,7.4.1,Understand information and data?,,148
e249f584-2c9f-4944-a4ff-c08b632ea8d5,cf54cbef-7539-42fb-9990-0f2bc5a1404a,7.4.2,Find or source information and data,,149
6f505dd8-ef43-47ae-ba4a-7d02695221c8,cf54cbef-7539-42fb-9990-0f2bc5a1404a,7.4.3,"Read, interpret and analyze information and data",,150
fd37c234-c271-469e-aaf1-78ccb062b2d6,cf54cbef-7539-42fb-9990-0f2bc5a1404a,7.4.4,Facilitate the use of information and data,,151
4443ba64-8420-41b2-af80-a3c2742b5aa5,86cdab77-3d2e-4ef6-a601-63c95a652ffb,7.5.1,Act as a digital champion or change agent (move to Comms & Collab or Gov & Leadership?),,152
32c70460-8768-4cd3-b02e-b95869b5bc58,86cdab77-3d2e-4ef6-a601-63c95a652ffb,7.5.2,Create and modify digital content,,153
ba036376-2405-4db5-9e28-9bd90299fc34,86cdab77-3d2e-4ef6-a601-63c95a652ffb,7.5.3,Comply with digital copyright and licences,,154
cc10c892-b9e2-45f4-a179-d79343d51204,82d056f6-413f-4c93-95ff-23e8e5f93ca5,7.6.1,Champion and enable the development of staff safety and well-being (should this go under Gov & Leadership domain/People Management subdomain?),,155
48195444-e7f2-49a3-9b9d-3e11393b421c,82d056f6-413f-4c93-95ff-23e8e5f93ca5,7.6.2,Develop and implement staff safety and well-being programs (should this go under Gov & Leadership domain/People Management subdomain?),,156
24c9eb64-e461-4736-b948-3bb5fa8c78c0,82d056f6-413f-4c93-95ff-23e8e5f93ca5,7.6.3,"Maintain personal health and well-being (ref: Manages own health and well-being in UHC) (move to Personal Conduct Sub-Domain, Collaboration and Communication Domain or create a New Domain for Professional Practice/Personal Conduct?)",,157
bd71367e-2186-4bab-a9d8-01a1d4e0386a,165c91c1-ca4b-4402-ae4b-2a734bfbc046,8.1.1,Develop strategy for digital health workforce development (WD),,158
e36b55b4-4eb5-4ff6-b5dd-3a01d4f7b324,165c91c1-ca4b-4402-ae4b-2a734bfbc046,8.1.2,Implement digital health WD strategies,,159
bff11b6b-7700-4c15-a125-02ead3b36163,165c91c1-ca4b-4402-ae4b-2a734bfbc046,8.1.3,Facilitate institutionalization of workforce development strategies,,160
240709a0-a8ed-4f26-83b0-7e7fcbdcd60f,165c91c1-ca4b-4402-ae4b-2a734bfbc046,8.1.4,Monitor and evaluate DH WD strategy,,161
e3416901-6217-4445-8c2a-5754ba1cb095,165c91c1-ca4b-4402-ae4b-2a734bfbc046,8.1.5,Develop recruitment and retention strategies,,162
e8014347-f6a5-48a8-931e-18d086de7df1,51861fa6-d2e5-443b-85dc-00524737d7ee,8.2.1,Identify learning development needs,,163
9dfc3800-355c-4b49-b3e5-0a1831da1dad,51861fa6-d2e5-443b-85dc-00524737d7ee,8.2.2,Develop learning experiences,,164
0296750e-2491-4363-b089-0b7622727731,51861fa6-d2e5-443b-85dc-00524737d7ee,8.2.3,Deliver learning experiences,,165
68ac769b-6100-49fe-8927-1db3db5ac6d1,51861fa6-d2e5-443b-85dc-00524737d7ee,8.2.4,Plan and conduct assessments,,166
de8aba90-cc3a-434c-ac9c-6901fc8390a0,51861fa6-d2e5-443b-85dc-00524737d7ee,8.2.5,Monitor and maintain learning experiences,,167
9eaed4fa-a2f1-49b0-895a-e218979bb32a,51861fa6-d2e5-443b-85dc-00524737d7ee,8.2.6,"Mentor, coach, and teach others",,168
4a2c1c41-7223-4fb9-97d5-2e7154b055b3,51861fa6-d2e5-443b-85dc-00524737d7ee,8.2.7,Use learning technology,,169
76a00b00-7175-457f-8cf9-aee4afcb4125,c0ebd9f4-782d-4566-b8ce-9592c9b0901e,8.3.1,Develops certification processes,,170
2413d220-b8d6-417b-be27-66ab742dbe1c,c0ebd9f4-782d-4566-b8ce-9592c9b0901e,8.3.2,Develops program and accreditation standards,,171
33924e75-f4c0-491f-83e3-e20fe22ff9fb,c0ebd9f4-782d-4566-b8ce-9592c9b0901e,8.3.3,Designs credentialling processes,,172
6c3aeb53-0b15-446d-a977-387d9fa6879d,ba21149d-db75-4ae6-9798-bdef9aed7e1c,8.4.1,Develop personal and professional career development plans,,173
afa9011c-0d84-49f3-9a5c-0e886652abe6,ba21149d-db75-4ae6-9798-bdef9aed7e1c,8.4.2,Maintain industry/professional networks,,174
d26120da-74ac-4fe9-b9cb-a19549255be6,ba21149d-db75-4ae6-9798-bdef9aed7e1c,8.4.3,Engage in lifelong learning and reflective practice (adapted from WHO-UHC Framework),,175
7266ae7c-e202-43e1-ac83-2d13d612524c,ba21149d-db75-4ae6-9798-bdef9aed7e1c,8.4.4,Work within the limits of competence and scope of practice (adapted from WHO-UHC Framework),,176
2dd44b49-d62a-417c-a27a-db98487a915e,d5b8e641-d3ab-44e6-ae46-544f4eac9af9,8.5.1,Apply effective technology and strategies for blended/hybrid/online learning,,177
3fe25d92-3ea7-41ab-97af-09422a817be5,d5b8e641-d3ab-44e6-ae46-544f4eac9af9,8.5.2,Design instruction that integrates appropriate technology,,178
