criteria_id,competency_id,criteria_text,sort_order
4b594b69-d67b-4bff-afa1-8c55c4f38f3b,f1f830de-31de-4e4b-a86d-404ed208b51d,"Uses relevant abbreviations, language and terminology, translating complex and clinical content into lay terms as necessary1",6
bdbf3d31-a213-4990-a0cf-343a5f3e9666,f1f830de-31de-4e4b-a86d-404ed208b51d,"Ensures that the literacy of populations served (e.g., ability to obtain, interpret, and use health and other information; social media literacy) is reflected in the organization’s policies, programs, and services4",7
93f96f65-ee93-42d6-a027-7dc3d6f3d66d,f1f830de-31de-4e4b-a86d-404ed208b51d,"Uses a range of verbal, non-verbal, visual, written and digital communication tools and techniques1",8
3c03350a-e30b-4b7a-be3e-2dd1873ec2eb,f1f830de-31de-4e4b-a86d-404ed208b51d,"Knows how to write and tailor messages for different audiences e and has a basic understanding of the most effective style to use depending on ones' audience, media format and channel of communication.2",9
fba5ea67-00b6-455d-8891-2f2f772b628d,f1f830de-31de-4e4b-a86d-404ed208b51d,Pays attention to the implications that language and culture have on what is communicated.2,10
62720edd-d71e-4008-b6af-c449d5cbb433,f1f830de-31de-4e4b-a86d-404ed208b51d,Can construct meaning from visual images.2,11
956d3931-cf33-4f3d-82cf-fb9732495c11,b1fc209e-5343-4d6d-ac07-5ae5da866f62,Demonstrate strong listening and communication skills5,1
3b0fb85f-9130-44b6-8d63-85f0361e65e7,b1fc209e-5343-4d6d-ac07-5ae5da866f62,Uses a range of non-verbal cues and verbal affirmations1,2
839d13a8-d84c-4e3b-8987-9aec2bca941d,b1fc209e-5343-4d6d-ac07-5ae5da866f62,"Supports others to ask questions and openly express experiences, feelings, ideas and opinions1",3
83ff3586-2409-48bf-9d1a-df060943c37f,b1fc209e-5343-4d6d-ac07-5ae5da866f62,Responds sensitively to what others express1,4
8bc0a55d-fad4-4755-b4c9-fa4df12c465f,b1fc209e-5343-4d6d-ac07-5ae5da866f62,"Show empathy and genuine concern,e.g. by maintaining focus on the speaker, offering supportive comments, deferring judgement.3",5
4945106b-d523-4df6-a4af-dccfa0df333d,b1fc209e-5343-4d6d-ac07-5ae5da866f62,"Show understanding with nonverbal cues (e.g. nodding, eye contact, leaning forward) and verbal affirmations.3",6
ac1b17d6-af57-4599-9e9f-d808ccbc8efb,b1fc209e-5343-4d6d-ac07-5ae5da866f62,Ask open-ended questions.3,7
9b3ef3dd-5147-45fc-92cd-84e68b47c19f,b1fc209e-5343-4d6d-ac07-5ae5da866f62,Paraphrase to show understanding.3,8
905b6006-3220-40d2-989c-32fc19faf11a,b1fc209e-5343-4d6d-ac07-5ae5da866f62,Ask for clarification if necessary.3,9
0eed7508-e52d-4302-8a81-158b69093eb6,b1fc209e-5343-4d6d-ac07-5ae5da866f62,Is aware of online user behaviour and its implications for written content.2,10
7c086b75-6674-4ccc-94b1-4930cd0f6e36,8639dd57-42d0-4780-854f-4db55b614dda,"Provides relevant, accurate and complete information1",1
f163a6e8-87ad-41c4-9fce-6e0f4a3863d5,8639dd57-42d0-4780-854f-4db55b614dda,"Presents information clearly, coherently, concisely and organized logically1",2
ca79ca44-f670-4aba-8326-33d5eb9dd044,8639dd57-42d0-4780-854f-4db55b614dda,"Differentiates between information as facts, context-specific evidence, opinion and misinformation1",3
3ad69e04-29a9-4986-8b2d-e1b348237156,8639dd57-42d0-4780-854f-4db55b614dda,"Expresses own opinions and perspectives with clarity, confidence and respect1",4
5fe65ad7-1be8-49f7-a165-80ef69479fcd,8639dd57-42d0-4780-854f-4db55b614dda,Adopts strategies that encourage a common understanding of information and decisions1,5
32425694-5f46-42f8-9b54-07dee3fc6ecf,8639dd57-42d0-4780-854f-4db55b614dda,"Express your own opinions and perspectives with clarity, confidence and in a respectful manner (characterized by calmness, compassion, empathy, sensitivity and tact) that shows understanding for diversity (mitigating the impact of one’s own beliefs, biases, emotional responses, opinions and values as expressed through verbal and nonverbal communication)3",6
f40796c4-5151-4869-b4db-271cb61db244,8639dd57-42d0-4780-854f-4db55b614dda,"Use relevant language (avoid abbreviations and complex/technical terminology/jargon, translate complex and clinical content into lay terms as necessary, consider the educational level of the person being spoken to) that is appropriate to different perspectives, situations, audiences and contexts.3",7
421d1ec5-446f-4fef-a397-9ddff5dd8cb6,8639dd57-42d0-4780-854f-4db55b614dda,"Evaluate the effectiveness (e.g. by repeating information back to the individual, by asking questions) of communication approaches and adapt accordingly.3",8
1b47c766-34d0-4562-8f7a-eacd85c724f7,8639dd57-42d0-4780-854f-4db55b614dda,"Anticipate, plan for, and deal with ambiguous and confusing situations.3",9
6a6845ff-89de-4639-88b3-2a91c1d73ed4,8639dd57-42d0-4780-854f-4db55b614dda,"Promote mutual understanding through appropriate use of communication approaches (verbal, nonverbal, visual, written, digital communication tools and techniques – depending on the audience and circumstances.).3",10
0c37c26b-6b45-40f7-8502-c9c40bd9ce5d,8639dd57-42d0-4780-854f-4db55b614dda,Listens with attention and speaks with intention.2,11
19478c45-090b-4a3e-886f-69b6f31a0d36,423b3aae-2792-4125-86d4-9e259d760dec,"Uses a range of health-related information management tools, including individual health records1",1
b437d1ee-f9e6-4d1c-8d55-ed7e5492cad0,423b3aae-2792-4125-86d4-9e259d760dec,Keeps people informed about health risks and relevant aspects of their health care1 Shares information with relevant others in a timely manner1,2
d29d833d-35e0-4e1f-9c5f-228456e393d2,423b3aae-2792-4125-86d4-9e259d760dec,"Complies with ethical and legal requirements for obtaining, recording, sharing, retaining and destroying information acquired in an occupational capacity1",3
37ac2171-faa2-4190-8c49-46d0c1fabb91,423b3aae-2792-4125-86d4-9e259d760dec,"Share information consistent with informed consent, privacy and as required by protocol.3",4
59db3618-746e-426b-8831-4045339768e1,423b3aae-2792-4125-86d4-9e259d760dec,Use a range of health-related information management tools (including individual health records).3,5
dcb9b33d-ccef-4fd9-ac96-b2e938568f1b,423b3aae-2792-4125-86d4-9e259d760dec,Prepare comprehensive and accurate health records3,6
b7991ec6-c244-42e8-af97-dacfbd35af0d,442eca5a-02de-4487-8fc2-90f52cc58c92,"Engages with others across cultural, geographical, organizational and sectoral boundaries, and with individuals, caregivers, families and communities, as partners1",1
9f41d843-2fc6-4b5f-aa07-d4c06db565f2,442eca5a-02de-4487-8fc2-90f52cc58c92,Jointly negotiates roles and responsibilities to maximize strengths within a team1,2
ab5e3b9e-7317-47fe-bee2-8a840c4a7ce6,442eca5a-02de-4487-8fc2-90f52cc58c92,Fulfils agreed ways of working within the health team1,3
6f4982b3-8b13-4a09-b701-f83b67f72669,442eca5a-02de-4487-8fc2-90f52cc58c92,Enables others to make their contribution to a team1,4
ae0e1136-29cd-45e7-960a-8e6157a950e7,442eca5a-02de-4487-8fc2-90f52cc58c92,"Celebrates shared outcomes, goals and values1",5
593df5e9-7f8b-4413-a144-ba3609275804,442eca5a-02de-4487-8fc2-90f52cc58c92,"Collaborate with support networks, with the consent of the individual.3",6
047e59b6-5bef-489e-89c1-cb153bda7ef2,442eca5a-02de-4487-8fc2-90f52cc58c92,Assist individuals in accessing community resources.3,7
ec063e44-cc0a-41c2-8841-359fb250bcdb,442eca5a-02de-4487-8fc2-90f52cc58c92,Work together to address individuals’ needs.3,8
c3bf9894-8dae-4a2b-9af8-b5cdd31ad012,d317792c-e78b-4f87-98d2-6b00778d6b1f,"Maintains constructive and collaborative working relationships with others, whether or not a formal team exists1",1
b9c8e5ea-8f9c-47f7-8fd9-a3fc10700e22,d317792c-e78b-4f87-98d2-6b00778d6b1f,"Strives to develop a positive rapport with others characterized by respect, support and trust1",2
f70de27a-77ef-486e-93cd-a1e9a63192ba,d317792c-e78b-4f87-98d2-6b00778d6b1f,Maintains ethical boundaries with other members of the health team1,3
07a1c916-4f04-492b-80a0-b39ef4048a1c,d317792c-e78b-4f87-98d2-6b00778d6b1f,Minimizes the impact of hierarchical differences on health outcome1,4
c32eaad0-4b0c-456f-a35a-5b1330df1668,d317792c-e78b-4f87-98d2-6b00778d6b1f,"Develop working relationships based on mutual trust, integrity and respect.3",5
ae1d0584-6056-4dc8-9aac-b1e7423d7ae0,d317792c-e78b-4f87-98d2-6b00778d6b1f,Promote teamwork and partnerships.3,6
df4feab4-8103-4835-a048-c9d5d866e226,d317792c-e78b-4f87-98d2-6b00778d6b1f,Work with different personalities across a variety of situations.3,7
e959bf94-24f3-49a0-8bac-bab38801ab5e,d317792c-e78b-4f87-98d2-6b00778d6b1f,Understand others’ viewpoints.3,8
3ec1fcc4-97cb-4528-b355-9a25cb37f919,d317792c-e78b-4f87-98d2-6b00778d6b1f,"Consider diverse, intercultural perspectives and working styles3",9
4430b052-1485-4598-83e4-90d2a47697da,d317792c-e78b-4f87-98d2-6b00778d6b1f,Build equitable relationships.3,10
24d20bc7-28fb-4141-939e-953396531fba,d317792c-e78b-4f87-98d2-6b00778d6b1f,Recognize personal efforts and the efforts of others3,11
e3fc2d50-4540-4bfd-8082-4a97a269a213,d317792c-e78b-4f87-98d2-6b00778d6b1f,Seeks to communicate in an inclusive and transparent manner.2,12
fe1ee0f0-38f0-4ffa-96a0-4c3bd5429e18,5bc08910-b11c-4dcb-9c4e-14c102306dd9,"Demonstrates willingness to learn from others’ experiences of the health system, health conditions and lived environment1",1
3fd3e955-f2d1-4212-9922-6e44875bf5f3,5bc08910-b11c-4dcb-9c4e-14c102306dd9,"Seeks constructive, sensitive and timely feedback, support and advice1",2
99f91881-efa8-4f7f-b9cf-08a205acabcc,5bc08910-b11c-4dcb-9c4e-14c102306dd9,"Provides constructive, sensitive and timely feedback, support and advice1",3
d45f5f5a-4a1f-4fbf-bdfc-2c9d25cd4806,5bc08910-b11c-4dcb-9c4e-14c102306dd9,Learns from interactions with others and feedback processes1,4
80d3fe06-e1d1-4e13-b0ed-911b768fc8ca,5bc08910-b11c-4dcb-9c4e-14c102306dd9,Engages in opportunities to improve collaboration within and between teams1,5
e1f6e84f-3932-4693-9ba4-2723625768e2,5bc08910-b11c-4dcb-9c4e-14c102306dd9,Work within the dynamics of a group.3,6
b3b31d95-5545-4bd6-8fbd-4df18674afda,5bc08910-b11c-4dcb-9c4e-14c102306dd9,Show commitment to the team’s purpose and goals3,7
f33e12ff-d6f9-4277-9745-7c662e795886,5bc08910-b11c-4dcb-9c4e-14c102306dd9,Consult with and/or refer to others as appropriate.3,8
855fa215-e695-4b6d-97e9-cd8018e21e2b,5bc08910-b11c-4dcb-9c4e-14c102306dd9,"Engage in joint decision-making3 Displays behaviour and attitude that can be described as open-minded, empathic, curious, and appreciative of diverging perspectives and evidence.2",9
59833579-d988-4aec-84e7-963fbdf82111,8cf5863a-56e9-4693-9f9a-99667dc86f36,"Anticipates, identifies, acts upon and learns from tensions or potential areas of conflict1",1
3568a040-edfb-4627-ac7c-0366ec65621f,8cf5863a-56e9-4693-9f9a-99667dc86f36,Focuses on the sources of tensions rather than arising conflicts1,2
2a94d8c7-4a1c-47ec-bd2d-35f29c6f950f,8cf5863a-56e9-4693-9f9a-99667dc86f36,Supports a blame-free environment in which one is safe to question and seek support and guidance1,3
961695ba-4183-46c7-9671-827cc5afc226,8cf5863a-56e9-4693-9f9a-99667dc86f36,"Considers different perspectives when seeking compromise, consensus or a decision1",4
55ffe31c-7ee8-471c-ae27-5c56efea36d4,8cf5863a-56e9-4693-9f9a-99667dc86f36,Acknowledge diverse opinions.3,5
c614c1f4-c9ae-4ec7-96ff-614e9af0392a,8cf5863a-56e9-4693-9f9a-99667dc86f36,Accept differences.3,6
6af7f182-4ad4-40f3-87a7-f45d42d5dac6,8cf5863a-56e9-4693-9f9a-99667dc86f36,"Shows willingness to deal with interpersonal conflicts in a constructive, trustworthy way.2",7
0f5b5e8c-a577-4b1e-b1d8-a6951597b5a1,a105dd93-aa68-4a10-b7e2-fab4f341dce6,"Provides the best possible health care that supports an approach to health services that is effective, equitable, efficient, inclusive, integrated, people centred, safe and timely1",1
2d84ca4b-f75c-4d5b-b6a5-82cb9b003e88,a105dd93-aa68-4a10-b7e2-fab4f341dce6,"Adapts practice to the individual, family and community, including their physical, cognitive, cultural, emotional, linguistic, health literacy and sensory needs and other influences on their engagement with health services1",2
56004770-6d0a-4657-865e-3806a3c485dc,8d633781-4c5e-4107-a051-ee42b64fde73,Promotes collaborative decision-making1,1
acbb6ca5-6820-4efc-a2b5-59ea39747afc,8d633781-4c5e-4107-a051-ee42b64fde73,Seeks information and evidence from a range of sources when approaching decision-making1,2
335aec59-fd1e-4dfa-926a-c3e61a35317c,8d633781-4c5e-4107-a051-ee42b64fde73,Approaches decisions analytically and methodically1,3
21ad14dd-1c74-4039-b5f8-890ce724fe33,8d633781-4c5e-4107-a051-ee42b64fde73,"Adapts the approach to decision-making that reflects the complexity, urgency and consequences of decisions1",4
81a9b707-78eb-4b0f-a427-5224f940c042,8d633781-4c5e-4107-a051-ee42b64fde73,"Demonstrates critical thinking to reach decisions that are well reasoned, ethical, evidence informed, feasible, timely and based on the best available information1",5
53695ce9-e999-4d9b-88f3-2baa0902d9bd,ea632190-0c41-42d2-ac03-4be11bd2142e,"Uses physical, human and financial resources efficiently1,3",1
237c4f8e-e5a8-4246-b639-e8125c1b42e3,ea632190-0c41-42d2-ac03-4be11bd2142e,"Avoids the overuse or misuse of resources1,3",2
73bbdc0d-3436-47f2-974e-08f8094b0123,ea632190-0c41-42d2-ac03-4be11bd2142e,"Organizes own time and workload effectively1,3",3
bdc39f8c-7cc0-4dcb-8280-40e9c28d5ce9,ea632190-0c41-42d2-ac03-4be11bd2142e,"Takes responsibility for own decisions and their consequences1,3",4
1f35c3ec-c13f-44f5-91f8-4145b98a4704,ea632190-0c41-42d2-ac03-4be11bd2142e,"Can differentiate categories of systems, e.g. natural, technological, and human.2",5
2fbcdfc4-a1a3-4077-9ac1-5ae7b5371af8,5f65b263-36f8-4907-879f-c55ea345916b,Takes initiative to mitigate anticipated problems1,1
ccbab499-b9af-4e58-b4e2-e9720afbab08,5f65b263-36f8-4907-879f-c55ea345916b,"Focuses on solutions, end goals and results1",2
71b6a5cc-59e7-415c-81f5-73087ec8875b,5f65b263-36f8-4907-879f-c55ea345916b,Creates pragmatic solutions to identified problems1,3
7fe40402-683a-4d1c-9514-f3860e76eb19,5f65b263-36f8-4907-879f-c55ea345916b,Conform to strategic aims and policies of the organization3,4
4e482fa8-1d70-49c1-9a6e-a51fc9bbb353,5f65b263-36f8-4907-879f-c55ea345916b,"Has a curious mindset, listens openly with a 'tell me more' attitude and contributes with ""what if..."" approaches.2",5
bab413b2-8cd2-4bbb-aa14-d916f342e5a9,5f65b263-36f8-4907-879f-c55ea345916b,Can identify innovative ideas and creative solutions.2,6
40f34534-0f9a-44e7-acd6-84be628fe8e2,5f65b263-36f8-4907-879f-c55ea345916b,Can transfer ideas from one context into another.2,7
8c072837-ba58-4d8a-aa1a-06a6f16be127,5f65b263-36f8-4907-879f-c55ea345916b,Understands the difference between an idea and a solution.2,8
2ecfe325-b743-406c-868b-d32a8a2ef7ea,9f22a676-7123-426e-b4ab-695716eeb557,Adjusts priorities to respond to changing situations and demands1,1
e051ecfc-22f2-41f4-a7ea-457fa16b7328,9f22a676-7123-426e-b4ab-695716eeb557,Demonstrates a calm demeanour under pressure1,2
e276b16d-1854-4098-9634-8583f5578972,9f22a676-7123-426e-b4ab-695716eeb557,Uses different styles of inquiry when one is stuck in one's thinking and needs to broaden one's perspective.2,3
def82b4d-3854-4fe4-be4c-107e078bfb8b,9f22a676-7123-426e-b4ab-695716eeb557,Demonstrates proactiveness and anticipation in shaping change and can adapt one's actions to changing circumstances and emerging evidence.2,4
22c5a249-11f3-43a6-a0c8-9738289820d9,2c17ea2e-943d-49d2-8269-768599fa24eb,"Maintains awareness of own competence and scope of practice,1 defined as scope of individual, organizational and professional practice as provided by legal and professional regulations.3",1
a29adcd9-b350-4f8a-b8ce-839a856e6296,2c17ea2e-943d-49d2-8269-768599fa24eb,"Adheres to the duties, obligations and codes of conduct defined by occupational standards, legal regulations and organizational procedures1",2
312338d4-2df4-4f9d-b260-7d85be9eb131,2c17ea2e-943d-49d2-8269-768599fa24eb,Seeks guidance when encountering situations beyond competence or scope of practice1,3
96441bb6-f56c-4adb-8b97-e2c49b477b0a,2c17ea2e-943d-49d2-8269-768599fa24eb,Provide referral to another colleague with appropriate competence and scope of practice.3,4
02c2fe52-08f7-46dc-bdd1-4a5567c341b4,2c17ea2e-943d-49d2-8269-768599fa24eb,Knows when limits of a health technology have been reached and further external assessment or referral is required.,5
22d6270d-4f0c-4b04-98ab-e612dd400c2c,6865ccf1-1cf4-4fc2-8fcb-779c5ef0a33a,"Monitors own mental, physical and social health and well-being1",1
ccfef9e8-177c-4c00-8d5c-84d5cf1b7700,6865ccf1-1cf4-4fc2-8fcb-779c5ef0a33a,"Uses a range of strategies to manage fatigue, ill-health, stress and the impact of exposure to distressing and emergency situations1",2
7f062b29-834f-4348-be1f-70aad024fb19,6865ccf1-1cf4-4fc2-8fcb-779c5ef0a33a,Seeks help or support where needed for own health and well-being1,3
672aba35-2d88-4746-801e-1f11a6bd93c1,6865ccf1-1cf4-4fc2-8fcb-779c5ef0a33a,"Engages in self-care practices that promote emotional resilience, health and well-being1",4
f1a4f240-83e1-4d84-8af3-60f6ca7aebe6,6865ccf1-1cf4-4fc2-8fcb-779c5ef0a33a,Manage time and priorities effectively.3,5
bb0a6228-43a4-4abd-87df-8ba6761fa5d6,6865ccf1-1cf4-4fc2-8fcb-779c5ef0a33a,Able to disconnect from digital technology as needed,6
f2f19593-fd8f-40ed-83f1-48f5b0087b46,08db9144-63c0-4210-af92-4fe3139994d5,"Describe the four ethical pillars for health: Beneficence, Nonmaleficence, Autonomy, and Justice, with Autonomy cited as the basis for informed consent, truth-telling, and confidentiality (e.g. see Varkey B. Principles of Clinical Ethics and Their Application to Practice. Med Princ Pract. 2021;30(1):17-28. doi: 10.1159/000509119. Epub 2020 Jun 4. PMID: 32498071; PMCID: PMC7923912.)",1
54a3a1d4-2bb6-4df1-bd17-c83b6788f16e,08db9144-63c0-4210-af92-4fe3139994d5,"Describe ethical principles for digital health, particularly algorithms and decision-making in digital health and AI, that help ensure the safe, ethical and equitable provision of health care, such as (not exhaustive list): * fairness * accountability * transparency * explainability * human oversight / human-in-the-loop",2
9d4f975f-d523-4d6f-ac54-2bca9c93589c,ab9eb021-6f1d-4e10-b6bf-d791d49b9ed4,Ask critical questions to identify ethical values at stake and potential ethical challenges or problems,1
bc0d0eae-549e-4adf-bb01-24565e43ca31,ab9eb021-6f1d-4e10-b6bf-d791d49b9ed4,Identify ethical values at stake by thinking out of the box with a critical attitude,2
e7679428-3c50-4187-a150-fa9b78fcfea9,ab9eb021-6f1d-4e10-b6bf-d791d49b9ed4,Explain relevant concepts and learn how to formulate logically sound arguments,3
69082d49-8ae6-43b4-af20-7b3650110e4c,ab9eb021-6f1d-4e10-b6bf-d791d49b9ed4,"Analyze ethical frameworks and values from the local culture for implications for the design, implementation and sustainability of digital health systems (e.g. African and Asian cultures' greater emphasis on community and relationships vs Western focus on individualism)",4
176126bb-2e82-4b86-8a80-b2540a22a162,ab9eb021-6f1d-4e10-b6bf-d791d49b9ed4,Recognise that multiple values might potentially be conflicting with one another,5
e2e07e6e-1282-4b2d-97a1-8d3033c3a983,ab9eb021-6f1d-4e10-b6bf-d791d49b9ed4,Establish a process to deconstruct the complexity of ethical dilemmas,6
dfa11a5e-478c-40a1-bdbc-d2b5d4fb8504,ab9eb021-6f1d-4e10-b6bf-d791d49b9ed4,Consider that more than one valid point of view could exist,7
0bced247-a7a2-4b9e-8cfc-6cf6fb4621f3,ab9eb021-6f1d-4e10-b6bf-d791d49b9ed4,Gather all the necessary facts and the details about the situation/case,8
392449a5-1f5e-4128-888e-1ce56f302d0d,cacd0f3f-7ffa-446d-9af8-48887305e37f,Establish processes and allocated dedicated time for a reiterative thinking process,1
c0765231-6539-439c-8088-a27b65cff994,cacd0f3f-7ffa-446d-9af8-48887305e37f,Support an open environment where asking questions and being reflective is encouraged,2
52f5cced-97c9-4260-bf92-f6fd59d7b810,cacd0f3f-7ffa-446d-9af8-48887305e37f,"Provide tools and resources that facilitate resolution of ethical dilemmas (e.g., existing ethical frameworks)",3
c0c0b69b-724c-4c11-9bfd-44fffca21ac6,cacd0f3f-7ffa-446d-9af8-48887305e37f,Ensure continuous training and expanding digital knowledge activities,4
3acff44f-5359-4935-9dfd-51acd540ba4e,cacd0f3f-7ffa-446d-9af8-48887305e37f,"Monitor decision making processes, allowing for adaptation and corrections",5
fe069b36-a14d-45cd-840e-e0aa1700fce1,cacd0f3f-7ffa-446d-9af8-48887305e37f,Apply ethical principles while engaging in critical thinking,6
db7b2742-ae2a-4cbb-8aee-24754ecca6d9,cacd0f3f-7ffa-446d-9af8-48887305e37f,Provide sound recommendations using critical thinking skills and based on evidence and/or best practices,7
f2cdb150-2f45-405b-bdcc-34afc1ee4c20,e3008674-18d4-4bb6-a2bf-1545a798fea1,"Identify each stakeholder, including those who may be directly or indirectly impacted such as patients and populations and the health providers, and those who are directly or indirectly responsible for the digital health implementation",1
4577ef0a-e050-48ca-8c7f-5ffbdd17c5d4,e3008674-18d4-4bb6-a2bf-1545a798fea1,"Describe, per each stakeholder perspective, intentions, motivations and principles underneath it, as well as short/long term consequences",2
696ccb95-3e78-4603-9c00-6caa58c21074,e3008674-18d4-4bb6-a2bf-1545a798fea1,Identify the priorities of each stakeholder,3
6d4f7ee2-c0b2-4a6b-9291-7d936c703774,e3008674-18d4-4bb6-a2bf-1545a798fea1,"Distinguish one’s own perspectives, values, interests and motivations from those of other stakeholders",4
8ff346e6-5fef-4fe2-a824-fbc02a50f65d,e3008674-18d4-4bb6-a2bf-1545a798fea1,Report on potential conflict of interests on stakeholders’ perspectives,5
62585230-486a-4ba1-915f-e00d02311a7d,14472f26-e63f-43a6-9711-a2e0b361c11b,"Describe the recent local, national, regional and/or international frameworks, guidelines, policies, principles, and strategies that cover ethics of digital health, including AI, for your given context/organization, such as:",1
e95df0ae-41cf-4e64-89e1-f146664b3c23,14472f26-e63f-43a6-9711-a2e0b361c11b,- Principles of Digital Development - DPI Safeguards Framework - WHO guidance on ethics and governance of AI for health (several documents) - African Union Continental Strategy on AI - UNESCO Recommendation on the Ethics of AI - OECD AI Principles - G20 AI Principles - NIST AI Risk Management Framework,2
03ef4452-529a-4d3a-b1b7-afc9c30f568d,14472f26-e63f-43a6-9711-a2e0b361c11b,(For the following: Keep here or put in Gov & Leadership? Have a list that both domains refer to?),3
0a2d1c05-0329-4466-9572-b7d6b0ee21ed,14472f26-e63f-43a6-9711-a2e0b361c11b,"Describe the recent local, national and/or international regulations and laws that address ethics of digital health, usually data protection and AI regulation, for your given context/organization, such as:",4
2c77deea-655b-49e5-affe-e08007aa1d87,14472f26-e63f-43a6-9711-a2e0b361c11b,- GDPR - EU AI Act - EU Digital Services Act - US HIPAA (Health Insurance Portability and Accountability Act) - South Africa POPIA (Protection of Personal Information Act),5
5a4b547a-d653-4554-a972-a234e8f3b21e,2016b80c-682e-4fe2-9e09-17d0b658d450,"Set up an adverse event / incident management and reporting reporting system and processes that include the policies and requirements for reporting, notification, mitigation measures, and tracking to resolution",1
18bcdb7d-1b9a-4031-91ff-509feb9219b4,2016b80c-682e-4fe2-9e09-17d0b658d450,"Create review or advisory boards and update IRB processes for the ethical and equitable development and governance of the digital health intervention for the given context (e.g. local, national) or organization",2
39fe6ae6-813f-4105-be58-7b32922668a3,2016b80c-682e-4fe2-9e09-17d0b658d450,"Define methods for redress for the harm, such as: - Establish or update ombudsman or other focal point and accompanying processes for anyone (public, staff, etc) to report potential ethical harm or inequity arising from the digital health system",3
3cc57eb9-6f47-4bb5-bfa3-4bd507d88d9c,56550b3d-45d1-4099-8b90-810fddda427f,Identify instances where multiple interests conflict with the completion of the project as intended.,1
ff862137-585d-4d00-b959-9c41f2040c45,56550b3d-45d1-4099-8b90-810fddda427f,Identify instances where multiple relationships might occur between participants in a digital health project that could create or give the impression of a conflict of interest,2
ac18d731-7050-4796-b697-7d7e222fc4ca,56550b3d-45d1-4099-8b90-810fddda427f,"Establish a structure, processes and policies to fairly address conflicts of interest at the outset of digital health projects.",3
bfec66e6-cdc3-4966-b991-e6bb715c2a55,56550b3d-45d1-4099-8b90-810fddda427f,Implement processes to identify conflicts of interest at the outset of digital health projects.,4
5dcdcbd0-cb05-4370-954d-4f8762ccd610,56550b3d-45d1-4099-8b90-810fddda427f,"Monitor digital health projects to ensure conflicts of interest do not arise, or if necessary, do not interfere with the course of a project.",5
3a084379-36db-4994-bdbc-e20cff14c1c1,56550b3d-45d1-4099-8b90-810fddda427f,Report and/or disclose any potential or actual conflicts of interest as required,6
a7f83060-a32a-417e-9698-8c96616f23d9,56550b3d-45d1-4099-8b90-810fddda427f,Respond to conflicts of interest as required and according to processes and policies in place,7
cc24341f-f7c1-494a-a32b-7a1b290e44d0,1af55253-0287-4067-8feb-9d2f3d377208,Identify parties to whom participants in a digital health system or initiative are accountable.,1
04380544-b269-45f0-bdcc-18def38bd4fb,1af55253-0287-4067-8feb-9d2f3d377208,Identify specific activities and outcomes for which participants in a digital health system or initiative are accountable.,2
6c558473-52d1-4b35-9b25-6eff630478de,1af55253-0287-4067-8feb-9d2f3d377208,Identify consequences for breaches of accountability.,3
