role_competency_id,role_id,competency_id,proficiency_level,is_required
06779436-14ff-45e7-a07f-56f5fc9f70e2,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,c6085939-c0e9-4e1b-b7b8-b35c574f9363,Required,True
a473097b-84da-4e7e-bebe-21c4141cd5b0,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,daecbb43-055e-4a1d-b2f3-8e21da82cd83,Required,True
7d20d296-7fc4-468f-95dc-014dfa2b546b,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,c21f588b-27ca-4f61-908d-bb8ba829e7a4,Required,True
d0b4bba9-d2d2-4140-b205-cba5c555d7c7,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,3b281be3-b235-4efd-87b7-dde55e5cf924,Required,True
8f9a6cbc-0d9c-4ae2-a830-d10b20577671,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,cc2a38eb-3224-4a05-9b72-b37fedd2333e,Required,True
2f9baf0e-cb5c-4414-8cbc-ffe6756ddda5,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,b78d3bcd-ae83-44a2-a42c-1d0b615ab63b,Required,True
7338ed38-49c9-4826-8528-4c5793004abf,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,3018cbac-a447-402e-b8d5-9425de4b8b62,Required,True
4bb865da-719d-4892-90ed-9783fbacc650,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,49840a6e-2d5a-4f15-a490-1f9859d1a064,Required,True
b05c9f8b-1d23-4d61-8048-5fee3e2d8a40,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,5abd0e48-14cb-4c73-b8c2-6692bf9cf9a4,Required,True
7b8589a8-47da-4c98-b111-97f38f2868fe,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,ab9eb021-6f1d-4e10-b6bf-d791d49b9ed4,Required,True
c833cd7d-38a2-444f-8186-73c2edadec61,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,e3008674-18d4-4bb6-a2bf-1545a798fea1,Required,True
7d955a6b-4a3e-4cce-8a7c-c173ac0c38be,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,3d9b1815-54ad-4537-9f90-40b981dd526f,Required,True
bb243aea-356d-4686-b315-a87f9a697b5a,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,bc70bf5b-ae75-4584-af33-dead72520f3c,Required,True
c7f80a73-4bed-480a-88ff-923e2d75e58c,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,4bbb0816-2515-4957-99d1-b99595dec2a4,Required,True
e03f3f6d-d065-48e7-954b-7bfe00a3887e,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,1ad79480-15bd-4089-8ed7-bde8a8801d9f,Required,True
5f5a6b32-4284-4b67-bab9-489a4019774d,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,a3e93211-cf9f-41b4-88e8-75c8a1878e90,Required,True
ddb43689-3b69-4c75-a3a9-35970f9d92af,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,f5d4c0a8-9bc2-4c8e-a624-388728f05210,Required,True
b630076d-10ba-4991-bfdf-5f70ac0eff22,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,acd530ff-1609-4c1d-87f0-f574b7db73a6,Required,True
d7d720f5-11a0-4ae3-839e-bb338932c207,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,bd71367e-2186-4bab-a9d8-01a1d4e0386a,Required,True
189fb4f9-8e38-4bbe-9f39-0ed2ca5503e6,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,bff11b6b-7700-4c15-a125-02ead3b36163,Required,True
024e20b1-0a70-402d-9ff2-155eb3c23ed5,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,76a00b00-7175-457f-8cf9-aee4afcb4125,Required,True
cbd2d5ba-17da-4cb9-b1fe-734bab4bce83,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,2413d220-b8d6-417b-be27-66ab742dbe1c,Required,True
a0e8d214-7f21-4ef0-8c46-ffeee4fb3edd,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,92641a6a-15c0-4d91-a0b0-f921a80fc0a3,Required,True
ac263e34-6ac9-4d5e-a163-55e3c592e0e3,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,993f51b9-29c4-4875-ab61-02b16b4d7c07,Required,True
782d6846-ad1c-4618-ad05-7b827cfbfb54,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,4ee88a16-d86b-4d91-a9da-64f5ab2e08f3,Required,True
7a3e5817-7c86-461a-8ec4-2b4dce47ee74,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,a078626a-8892-4e43-81d9-0ea323aa8583,Required,True
7df8445d-d36c-485a-a55b-99e722ee823b,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,46ca9b4e-5b5d-48e8-b1e8-487354cf8a11,Required,True
99761ecd-7760-4f3d-83d9-db874c28cc07,a9ce90de-f5a2-46ac-a12a-4e8ab7fa4027,6f505dd8-ef43-47ae-ba4a-7d02695221c8,Required,True
