competency_id,subdomain_id,competency_code,competency_title,competency_statement,sort_order
59ff02b2-fea7-4a19-b448-4b8c27399a7f,52f25fb2-4154-4db5-af0b-17e7a6890e11,3.3.4,Empower organizational change,Empower and enable the organizational changes needed to successfully implement and sustain digital health systems,61
6b5fba5b-6cd1-4325-93d3-f2a2af63530e,eab443cd-b157-4ded-a2bc-77c8046d5fde,3.4.1,Manage people,Aware of organisational performance and improving it by developing the performance of individuals and workgroups to meet agreed objectives with measurable results.,62
ff7816b7-83c8-40f1-bcd5-6f1852e9eb9e,eab443cd-b157-4ded-a2bc-77c8046d5fde,3.4.2,Manage stakeholder engagement,"Apply stakeholder relationship management to Influence stakeholder attitudes, decisions, and actions for mutual benefit.",63
1a076d53-9f25-4823-914c-f566ad8c330e,eab443cd-b157-4ded-a2bc-77c8046d5fde,3.4.3,Manage the digital health implementation,"Provide oversight, direction and management for the digital health initiative",64
d8d14b21-2ee6-46cb-8dd4-7598cfad9e50,eab443cd-b157-4ded-a2bc-77c8046d5fde,3.4.4,Manage organization,Lead the organisation in alignment with the overall digital health direction and strategic priorities of the organization.,65
03b0eeba-e316-4d9b-890b-ea9509a15101,7d3ce072-927a-46c7-8b6e-6b8924c83391,3.5.1,Assess economic impact of digital health,"Evaluate the financial costs, workforce impacts, and economic benefits of digital health interventions using appropriate data sources",66
dec81315-511a-44d3-8219-20678b2d2b4b,7d3ce072-927a-46c7-8b6e-6b8924c83391,3.5.2,Assess health system impact of digital health,Measure operational improvements and system efficiencies achieved through digital health using evidence-based assessment methods,67
f3d015b6-8a4f-4aa6-98fa-4881b6020d1a,7d3ce072-927a-46c7-8b6e-6b8924c83391,3.5.3,Assess patient care and health impact of digital health,Evaluate whether patient and population health improved as a results of digital health interventions,68
f5d73a9b-daf7-4173-b0d7-3fbc0f1a8620,7d3ce072-927a-46c7-8b6e-6b8924c83391,3.5.4,Assess population health impact of digital health,Evaluate whether patient and population health improved as a results of digital health interventions,69
d9e4b93a-3b09-4bde-86a5-abec222cba98,34f9b4c8-f894-4659-a179-3ffd45f164aa,3.6.1,Develop costed plan,Develop budgets for the entire life cycle of digital health implementations,70
5a24e41c-31c8-42e2-8170-a963f1ca986c,34f9b4c8-f894-4659-a179-3ffd45f164aa,3.6.2,Develop investment/funding strategy,Develop an investment/funding strategy for the entire life cycle of digital health implementations,71
38ce2b4d-0384-4039-b145-9ccc4464e64e,34f9b4c8-f894-4659-a179-3ffd45f164aa,3.6.3,Execute the investment/funding strategy,Raise funds per the investment/funding strategy,72
167c90dd-1134-495b-90a7-74f92eafdbca,34f9b4c8-f894-4659-a179-3ffd45f164aa,3.6.4,Manage finance for digital health,Lead the financial oversight of digital health initiatives as per the organisational procedures.,73
220cc77c-0af1-4692-9e28-e9c7ed085242,ed889f5f-9345-42bf-9599-c26b4df272cc,4.1.1,Apply a systems approach to improve digital health services,Apply a systems approach to improve digital health services and workflows within regional and national health care systems,74
d1958d2d-f7f2-4e3b-a909-a9a71ac4b9ea,ed889f5f-9345-42bf-9599-c26b4df272cc,4.1.2,Develop digital health business/economic models,Develop business/economic models and resource requirements for digital health solutions,75
463c26b1-3a8e-4b98-af4d-35188196d213,ed889f5f-9345-42bf-9599-c26b4df272cc,4.1.3,Evaluate and select digital health solutions,Evaluate and select appropriate digital health solutions to improve and address current health service challenges,76
2125a1eb-5bd5-41a7-80e8-809da8c19a98,ed889f5f-9345-42bf-9599-c26b4df272cc,4.1.4,Design and implement digital solutions,Design and implement appropriate digital solutions for both current and future objectives,77
a71edd4f-9c16-4210-8046-f8ef1c208699,ed889f5f-9345-42bf-9599-c26b4df272cc,4.1.5,Create interoperability of tools and workflows,Make tools and workflows interoperable within regional and national health care systems,78
eeb76dd4-9ade-4b45-be0e-0032eafabfb7,7ba1c334-e736-4fd5-a371-5a3378260042,4.2.1,Assess project viability,"Assess project viability from a technical, operational, legal, and organizational standpoint.",79
74fe7bfc-7841-49fd-a414-82f8fadedd3b,7ba1c334-e736-4fd5-a371-5a3378260042,4.2.2,Use human-centered design,Use human-centered design to inform the design of products and services,80
8ef064c5-814b-43bb-9800-ab891a30cd87,7ba1c334-e736-4fd5-a371-5a3378260042,4.2.3,Apply the software development lifecycle,"Apply the software development lifecycle to create, deploy, implement, and manage products and solutions.",81
f10dc51d-d5c7-4950-a610-1513e979c4b5,7ba1c334-e736-4fd5-a371-5a3378260042,4.2.4,Implement new products and solutions,Implement new products and solutions with end users,82
042d0b58-fc3f-4634-8a66-6dfa50ecc801,7ba1c334-e736-4fd5-a371-5a3378260042,4.2.5,Evaluate software performance,Evaluate software performance according to defined metrics,83
96002e0c-9597-4db6-bb82-6758104a718d,7ba1c334-e736-4fd5-a371-5a3378260042,4.2.6,Evaluate effectiveness of digital health solutions,"Evaluate the overall effectiveness of digital health solutions for an organization, country, or …",84
a512ce5e-b59d-4160-95da-5b6f0de2f65f,fa33a8e5-6ce6-4bae-89c8-559c34050244,4.3.1,Identify strategic digital health infrastructure needs,Identify and prioritize strategic infrastructure needs to enable support of the Digital Health Enterprise Architecture,85
60713ee0-6413-4bd4-9140-2bf2d9652c82,fa33a8e5-6ce6-4bae-89c8-559c34050244,4.3.2,Design and plan the enterprise architecture,"Design and plan the enterprise architecture, standards and principles to support the health strategy.",86
09138874-6d82-47ba-a736-f097e057475e,fa33a8e5-6ce6-4bae-89c8-559c34050244,4.3.3,Align individual projects with the enterprise architecture,Align individual projects with the enterprise architecture according to the governance process and standards.,87
26e0b80d-ba14-4418-ac2e-f42a14bda8f8,fa33a8e5-6ce6-4bae-89c8-559c34050244,4.3.4,Design and implement systems integration,Design and implement application data exchange using appropriate standards aligned with the enterprise architecture.,88
02bf122f-a4b8-413d-825c-be2a08216852,fa33a8e5-6ce6-4bae-89c8-559c34050244,4.3.5,Support application interoperability to enable data sharing and use,Support application interoperability and integration through use of semantic and syntactic standards,89
dc399c4d-028e-4b13-98fd-52e71a6c2e48,72bec959-75b9-4b78-9897-922fdbcb4e29,4.4.1,Develop health systems knowledge,"Develop knowledge of the major components or ""building blocks"" that make up a health system",90
72ee2dc7-02db-416d-b585-f69d2b34a034,72bec959-75b9-4b78-9897-922fdbcb4e29,4.4.2,Maintain health systems,Maintain health systems,91
5ce9ede4-b72c-4ba0-93f4-fd004eaff5c9,72bec959-75b9-4b78-9897-922fdbcb4e29,4.4.3,Apply systems theory to implementation,Apply systems theory to research and implementation,92
c4816302-46f6-4daa-b888-00a340f8ebae,6c2ddea6-ecf8-488e-85f2-0d5ae9faa6a1,5.1.1,Transmit Targeted communication to Persons using digital tools,Communication of targeted health information in which separate audience segments (often demographic categories) benefit from a shared message,93
55b6729f-49ff-4a9e-9f0c-09cfc3cb9529,6c2ddea6-ecf8-488e-85f2-0d5ae9faa6a1,5.1.2,Transmit Untargeted digital communication to Persons using digital tools,"Transmission of untargeted health promotion content ""in which relatively large, undifferentiated audiences receive identical messages. This includes message blasts usually conducted to a mobile phone user bank. The communication can be unidirectional and bidirectional.",94
32c074a3-c288-440f-91f8-49a60b917bb1,6c2ddea6-ecf8-488e-85f2-0d5ae9faa6a1,5.1.3,Send Person to Person communication using digital tools,Communicate between individuals as peers within an organized network/group via digital tools,95
e2fe8711-3951-4a46-bedf-07d7851a61b7,6c2ddea6-ecf8-488e-85f2-0d5ae9faa6a1,5.1.4,Use digital Personal health tracking tools,"The use of mobile applications, phone based sensors, health records, and wearables for individuals to monitor their own health status. This can include examples of wearable sensors, web-tools, and apps that allow individuals to review and track their clinical and general health status.",96
6a1f7352-032e-41c7-bc5b-e6c5263d8f1c,6c2ddea6-ecf8-488e-85f2-0d5ae9faa6a1,5.1.5,Enable digital Person based reporting,"Digital platforms, including social media, to enable individuals to report on public health events, as well as experiences, issues, and satisfaction with health services.",97
c04558f8-2fe7-4a5b-b5e5-512c312f650e,6c2ddea6-ecf8-488e-85f2-0d5ae9faa6a1,5.1.6,Use digital On demand communication with persons,"Health information and health service information accessible to the general public triggered by the individual. This could be available via websites, helplines, USSD/SMS menus, or applications for individuals, among other channels, that may inform decision-making.",98
7c7418d1-04f8-436a-b06f-a7d2d730cd5c,6c2ddea6-ecf8-488e-85f2-0d5ae9faa6a1,5.1.7,Use Person-centered financial transaction digital systems,Digital approaches to facilitate financial transactions for persons. These digital financial transactions can be used to facilitate conditional cash transfers and payments related to health service delivery.,99
c1ce27d9-5901-4e57-86b6-3afd6dba0c6f,6c2ddea6-ecf8-488e-85f2-0d5ae9faa6a1,5.1.8,Use Person-centered consent management digital systems,Digital approaches to facilitate and manage the provision and withdrawal of consent (permissions) by individuals to enable healthcare providers to access or share the person's health and/or medical records or use their personal information.,100
1a30c5bf-feea-4897-bd18-80ecaa1a68b3,f9e1aef4-2e1f-42bc-a53f-92e45e80fe1a,5.2.1,Use Person Identification and registration digital systems,Verify identity and enrol persons into health services,101
70a66745-92db-4d82-ae49-21a310f9033a,f9e1aef4-2e1f-42bc-a53f-92e45e80fe1a,5.2.2,Use digitized Person-centered health records,"Use digitized person-centred health records to capture, store, access and share health information on a person or grouping of persons.",102
d5e7db45-fa69-448d-bd34-4be4f16d262d,f9e1aef4-2e1f-42bc-a53f-92e45e80fe1a,5.2.3,Use Healthcare provider decision support digital tools,Use digitized clinical decision support tools that combine an individual’s health information with the health-care provider’s knowledge and clinical protocols in order to assist health-care providers in making diagnosis and treatment decisions. (20),103
fd1a1f2d-1817-43a5-bfb7-205f6ff34e58,f9e1aef4-2e1f-42bc-a53f-92e45e80fe1a,5.2.4,Use Telemedicine systems,"Provide health-care services at a distance (20), i.e. the delivery of health care services, where patients and providers are separated by distance(27).",104
35e31eec-2815-405d-b196-81f315027ea3,f9e1aef4-2e1f-42bc-a53f-92e45e80fe1a,5.2.5,Use Healthcare provider communication digital tools,"Use digital tools to communicate and transmit information among healthcare providers, supervisors, and health system managers, including communication to persons.",105
8304f716-cde5-4360-ad9e-1f34942d723c,f9e1aef4-2e1f-42bc-a53f-92e45e80fe1a,5.2.6,Use Referral coordination digital approaches,"Use digital approaches to facilitate referrals, both within the health sector and to other health-related sectors, including communication and coordination mechanisms",106
7a11f34b-27c0-4413-b150-a3ceeb7e551b,f9e1aef4-2e1f-42bc-a53f-92e45e80fe1a,5.2.7,Use digital Scheduling and activity planning for healthcare providers,Use automated scheduling and planning tools to assist in prioritizing provider follow-up. Digital work planning and scheduling tools can take the form of reminders to healthcare providers on upcoming/overdue services and other mechanisms to flag individuals that need to be prioritized for service delivery (36).,107
4c3004ae-bdb2-457a-b25e-a1a00b4cf052,f9e1aef4-2e1f-42bc-a53f-92e45e80fe1a,5.2.8,Use digital Prescription and medication management systems,"Use digital approaches to facilitate the management of prescriptions, including tracking prescription orders and monitoring physical consumption of medication.",108
6f4a5f42-f0f6-4189-a84e-6d99e2210052,f9e1aef4-2e1f-42bc-a53f-92e45e80fe1a,5.2.9,Use digital Laboratory and diagnostics imaging management systems,Use digital approaches to manage and exchange laboratory and diagnostic orders and results.,109
e9ace24d-e828-4745-8f83-fc2d63b5aa83,f9e1aef4-2e1f-42bc-a53f-92e45e80fe1a,5.2.10,Employ digital Healthcare provider financial transactions approaches,Employ digital approaches to facilitate financial transactions relating to individuals that access health services.,110
d9e64d00-2da7-400a-a470-8b3a63b526e8,fdf3eb0c-4cdf-4c35-9153-8774c6dc4661,5.3.1,Use Human resource management digital approaches,"Utilize digital approaches to manage the health workforce, including the use of databases to record training levels, certifications, and identification of health workers.",111
d795f27c-b9da-42fc-9d3f-57a96f1ca230,fdf3eb0c-4cdf-4c35-9153-8774c6dc4661,5.3.2,Use Supply chain management digital approaches,"Utilize digital approaches for monitoring and reporting stock levels, consumption and distribution of medical commodities. This can include the use of communication systems (e.g. SMS) and data dashboards to manage and report on supply levels of medical commodities.",112
9d3e85d5-4802-41eb-a237-d244ecbecb7d,fdf3eb0c-4cdf-4c35-9153-8774c6dc4661,5.3.3,Use Public health event notification digital approaches,Utilize digital approaches for alerting and compiling information on non-routine public health events.,113
d52f4159-26ae-48ef-ba96-b16483fcd443,fdf3eb0c-4cdf-4c35-9153-8774c6dc4661,5.3.4,Use Civil Registration and Vital Statistics (CRVS) digital approaches,"Utilize digital approaches to support the registration of births and deaths, issue birth and death certificates, and compile and disseminate vital statistics, including cause of death information.",114
b33cf747-3f16-4e34-b286-5ba51b19d5fc,fdf3eb0c-4cdf-4c35-9153-8774c6dc4661,5.3.5,Use Health system financial management digital approaches,"Utlize digital approaches to manage and monitor funding flows within the healthcare system. These digital financial transactions can be used for payments to health workforce, insurance/payers, as well as administrative management of budget and expenditures.",115
3dd0d066-9377-4d8c-8e66-1ccc475e8b6f,fdf3eb0c-4cdf-4c35-9153-8774c6dc4661,5.3.6,Use Equipment and asset management digital approaches,"Utilize digital approaches to track and manage the maintenance of health equipment. This can include the use of databases, as well as sensors and feedback mechanisms for monitoring health equipment.",116
3374deae-814c-4ecd-b155-26c18cf83e9e,fdf3eb0c-4cdf-4c35-9153-8774c6dc4661,5.3.7,Use Facility management digital approaches,Utlize digital approaches that enable administrative functions related to the management of facilities.,117
6f0d3fb0-4cc7-4337-959c-339e688c7ec4,fdf3eb0c-4cdf-4c35-9153-8774c6dc4661,5.3.8,Use Person-centered health certificate management digital approaches,"Utlize digital approaches to register, store, update, retrieve, validate and revoke individuals’ health certificate information. A health certificate being a verifiable credential attesting to the occurrence of a health (or health-related) event pertaining to a person.",118
41648241-0178-4126-83a6-278493c0c4e3,4476a984-c0ff-4e6a-afd9-0560f5812c55,5.4.1,Use Data Management digital approaches,"Digital approaches to data management including collection, aggregation/organisation and storage for analysis. This can include standalone interventions focusing exclusively on data collection and aggregation, as well as data services to support other interventions, such as data visualization.",119
ab6ea3b1-4d63-44b5-af6e-df298d252b3d,4476a984-c0ff-4e6a-afd9-0560f5812c55,5.4.2,Use Data coding digital approaches,Digital approaches to code data and manage the use of standardized datasets.,120
e5f9d5ce-5552-4734-9999-e69e50e00e0a,4476a984-c0ff-4e6a-afd9-0560f5812c55,5.4.3,Utilize Geo spatial information management,"Apply geospatial information systems and spatial analysis techniques to integrate, analyze, and visualize multiple data sources for evidence-based health decision-making, including predictive modeling, pattern detection, service delivery, resource optimization, and strategic planning",121
b1ad1995-e0d6-49dc-ab0b-0b54648c3d19,4476a984-c0ff-4e6a-afd9-0560f5812c55,5.4.4,Establish Data exchange and Interoperability,The capability of two or more systems to communicate and exchange data through specified data formats and communication protocols. (73),122
fdd1851a-f3ec-486c-9af6-48af66205648,4476a984-c0ff-4e6a-afd9-0560f5812c55,5.4.5,Maintain Data governance compliance processes,Digital approaches that support the process of maintaining the integrity and security of data to enable the secondary use of health data.,123
2e1568ce-d596-40a3-ba0f-ff64146d6cda,a7c6c492-44a8-40cc-86b7-d928571dc613,6.1.1,Develop data coding and interoperability standards,Ensure that data coding standards are inclusive and comprehensive.,124
