role_competency_id,role_id,competency_id,proficiency_level,is_required
1258cc4f-0638-4542-9611-1a922ae2e51d,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,bab49b5b-82c8-44b5-abbe-0daa460aa3ee,Required,True
9c698836-c6e5-4a8d-bd6c-48bfa1c14e18,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,fdb5d69d-a1e5-474c-ad4d-eb4fc97a7b7e,Required,True
af3157aa-6102-4dd2-aa79-ec5fca2c97b4,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,d4236a23-4b05-4989-8851-bda69dd7d634,Required,True
a354156f-3da1-4f56-83f0-846e8d9d29f6,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,74a4e126-f170-4733-b34b-e0262ed3e6b4,Required,True
c740727a-6486-4c80-a7fa-d9a39eaec170,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,58f43370-4b9e-4733-b3dd-db058892b6d2,Required,True
30a17e3e-0fa5-4d65-9cbe-a4025a62d79b,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,97608f84-a5e0-4e0e-a452-f505092ce6e4,Required,True
7f6d49fb-e08f-4d9b-897f-c5918ed5708c,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,cba5935e-0333-4cf5-82bc-7854880e5ed2,Required,True
0a924511-637b-4eea-99ed-e75cf4e8ffd0,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,8d776518-8b6c-4362-af9e-50541cfaad38,Required,True
0b85276d-f479-4d31-8ebe-7729eed8b387,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,8d550e1d-9884-4d76-9340-1f3ee51019d7,Required,True
db351f79-52e5-4bc4-9401-1d9e3deb6623,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,e32d990d-cbb0-486e-b908-2877275edb4d,Required,True
ca5c7ac7-91b7-4687-a745-62808ec01676,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,deace25f-137e-4781-865d-da87c870e105,Required,True
49a0f4c0-8ee0-4dc4-826e-d705e0d47187,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,64604a41-f77f-43fc-b723-acaf82b83466,Required,True
36ac29a7-9906-41a3-a402-8859a33ca4c4,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,0a772660-7fe9-4b39-b073-38c0b1eb763f,Required,True
2841b124-3c6d-4934-a006-e58502708754,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,c9796ebb-6a24-4979-b90a-dab98e7c04be,Required,True
7491d0ef-db52-4a82-947a-d86b0003865c,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,117a76d7-cbcb-42c6-8e42-88ebab69189e,Required,True
36742727-7551-457e-b956-b733d0bdeddf,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,185334ba-0007-4e5d-a2de-322cfab451d5,Required,True
0b40e37c-e2ae-44e7-abde-5e1175524acc,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,3c0a7e15-bea4-43f4-893e-53985356ca55,Required,True
7c1507f9-ce82-4472-9d10-3ec16497063a,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,785aa2c8-6c51-4b2a-95ea-abd0644316bf,Required,True
f280768d-305f-4eca-a0a2-b081750a48cf,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,afe47ae7-72ce-4690-9b64-db6e8903dd6e,Required,True
51436924-625d-43e9-b9ca-4d9853669e38,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,05d5a498-ad0b-433f-832a-a2f74f3d1ae3,Required,True
1f1a8335-4aad-43d5-9665-58bef0b5c9fd,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,96a76393-9645-42cb-aeaf-a37834f167d9,Required,True
de1f9f65-78b7-430c-aeb2-b4f673282bbe,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,1d4dda88-8192-44e6-b50e-4d06308d5733,Required,True
34a3ef20-b796-4902-b92d-aab007322563,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,34d10288-3aad-4bff-9e87-4ed6e742d2b0,Required,True
0463fb50-555f-4545-928d-79017ae79822,d301ba88-af60-4eb4-88f1-a49d1bdbdadc,89acf076-5e92-4e4c-8d7a-f74d167d2f37,Required,True
