criteria_id,competency_id,criteria_text,sort_order
9f06f4d5-e9fe-4290-816e-30f2247db50f,38cff686-6c0c-4b1c-8695-a2667017cfcf,"Differentiate between information as facts, context-specific evidence, opinion and misinformation",3
d640b761-863a-4317-9ed8-eaff695cb3ff,38cff686-6c0c-4b1c-8695-a2667017cfcf,"Express own opinions and perspectives with clarity, confidence and respect",4
9de2b427-854b-4a49-b6af-2b34cc709784,38cff686-6c0c-4b1c-8695-a2667017cfcf,Adopt strategies that encourage a common understanding of information and decisions,5
88a125fb-a770-438e-9553-545355641645,38cff686-6c0c-4b1c-8695-a2667017cfcf,"Express your own opinions and perspectives with clarity, confidence and in a respectful manner (characterized by calmness, compassion, empathy, sensitivity and tact) that shows understanding for diversity (mitigating the impact of one’s own beliefs, biases, emotional responses, opinions and values as expressed through verbal and nonverbal communication)",6
70bffab6-c482-46fd-bfdd-c0323ed95141,38cff686-6c0c-4b1c-8695-a2667017cfcf,"Use relevant language (avoid abbreviations and complex/technical terminology/jargon, translate complex and clinical content into lay terms as necessary, consider the educational level of the person being spoken to) that is appropriate to different perspectives, situations, audiences and contexts.",7
29b7fc43-c1f0-428e-b58e-e6d33b43259f,38cff686-6c0c-4b1c-8695-a2667017cfcf,"Evaluate the effectiveness (e.g. by repeating information back to the individual, by asking questions) of communication approaches and adapt accordingly.",8
b54d704a-35b5-4037-bacc-e35ee951d28d,38cff686-6c0c-4b1c-8695-a2667017cfcf,"Anticipate, plan for, and deal with ambiguous and confusing situations.",9
7d4c8b79-3bd9-46cc-b114-2fd5d0d7b8d6,38cff686-6c0c-4b1c-8695-a2667017cfcf,"Promote mutual understanding through appropriate use of communication approaches (verbal, nonverbal, visual, written, digital communication tools and techniques – depending on the audience and circumstances.).",10
0cdec157-2387-498e-ba81-5830ef704fd4,38cff686-6c0c-4b1c-8695-a2667017cfcf,Listen with attention and speaks with intention.,11
5e140f9c-da32-4e2d-af63-6b34ec608340,7e43c612-f9d5-4e8e-b40e-1878ed7246cc,"Use a range of health-related information management tools, including individual health records",1
f8950243-19c4-42b9-82a0-ef473192b7bd,7e43c612-f9d5-4e8e-b40e-1878ed7246cc,Keep people informed about health risks and relevant aspects of their health care,2
b50fa29e-5273-4ea8-ab85-48f153d63c09,7e43c612-f9d5-4e8e-b40e-1878ed7246cc,Share information with relevant others in a timely manner,3
10265dba-3290-46f8-98f5-ce7d199dd2b5,7e43c612-f9d5-4e8e-b40e-1878ed7246cc,"Comply with ethical and legal requirements for obtaining, recording, sharing, retaining and destroying information acquired in an occupational capacity",4
6fb5f36e-36ea-42cf-af4b-049f5919ded9,7e43c612-f9d5-4e8e-b40e-1878ed7246cc,"Share information consistent with informed consent, privacy and as required by protocol.",5
5b1c834c-5888-4eb1-bfe1-120556df2665,7e43c612-f9d5-4e8e-b40e-1878ed7246cc,Use a range of health-related information management tools (including individual health records).,6
a1331831-989b-4c9b-9662-8c6e0feae8d3,7e43c612-f9d5-4e8e-b40e-1878ed7246cc,Prepare comprehensive and accurate health records,7
729bbe3d-96cb-4c05-bcbe-0b091cb5cd03,41cbffab-de11-405d-8818-5c86161df14a,"Engage with others across cultural, geographical, organizational and sectoral boundaries, and with individuals, caregivers, families and communities, as partners",1
95175949-7bd8-4876-a641-b2d2d3edcaaf,41cbffab-de11-405d-8818-5c86161df14a,Jointly negotiate roles and responsibilities to maximize strengths within a team,2
aa98af5c-1b3b-443f-8ac9-e9802029fa28,41cbffab-de11-405d-8818-5c86161df14a,Fulfil agreed ways of working within the health team,3
26b86472-9d7b-44eb-889e-528add2228d3,41cbffab-de11-405d-8818-5c86161df14a,Enable others to make their contribution to a team,4
dfef17c4-1cdd-4e44-8e7a-c16344ad63b0,41cbffab-de11-405d-8818-5c86161df14a,"Celebrate shared outcomes, goals and values",5
ac833eaf-fac4-4f03-ac42-406765032e65,41cbffab-de11-405d-8818-5c86161df14a,"Collaborate with support networks, with the consent of the individual.",6
c04e4b59-8f76-4d7c-abab-965f273bea6f,41cbffab-de11-405d-8818-5c86161df14a,Assist individuals in accessing community resources.,7
7846eede-1d10-4bb4-aa9d-6d7b25487d41,41cbffab-de11-405d-8818-5c86161df14a,Work together to address individuals’ needs.,8
1a9d9799-759f-488c-9b79-a5dfac4276f1,94af8b29-0f6f-4712-8d68-3e961cddaf44,"Maintain constructive and collaborative working relationships with others, whether or not a formal team exists",1
2709b983-d5e4-4433-9055-7c06cefc0652,94af8b29-0f6f-4712-8d68-3e961cddaf44,"Strive to develop a positive rapport with others characterized by respect, support and trust",2
b400631e-f0af-4251-b139-db18fa1d0808,94af8b29-0f6f-4712-8d68-3e961cddaf44,Maintain ethical boundaries with other members of the health team,3
0865ac7d-9c83-4722-94e9-c524d385beb0,94af8b29-0f6f-4712-8d68-3e961cddaf44,Minimize the impact of hierarchical differences on health outcome,4
dfaefdb5-175d-4307-a36d-2a5760f09e2a,94af8b29-0f6f-4712-8d68-3e961cddaf44,"Develop working relationships based on mutual trust, integrity and respect.",5
224caa9b-68ab-4ac9-9f8b-36ae7876be05,94af8b29-0f6f-4712-8d68-3e961cddaf44,Promote teamwork and partnerships.,6
174efe8d-c240-4b78-b2c1-bbfff137f7ef,94af8b29-0f6f-4712-8d68-3e961cddaf44,Work with different personalities across a variety of situations.,7
def7a937-5568-426c-a2c6-7827d81391fa,94af8b29-0f6f-4712-8d68-3e961cddaf44,Understand others’ viewpoints.,8
50e63541-53e9-47f9-a4c5-f905b8874eb5,94af8b29-0f6f-4712-8d68-3e961cddaf44,"Consider diverse, intercultural perspectives and working styles",9
c30731a2-f940-47a2-9dbe-3766016e4374,94af8b29-0f6f-4712-8d68-3e961cddaf44,Build equitable relationships.,10
530cfb07-6b35-49fd-b5a4-139c0e8ec169,94af8b29-0f6f-4712-8d68-3e961cddaf44,Recognize personal efforts and the efforts of others,11
0588e459-3f03-4c41-bee5-ac53f6e5087b,94af8b29-0f6f-4712-8d68-3e961cddaf44,Seek to communicate in an inclusive and transparent manner.,12
d6312f62-66d7-4eeb-ae3d-955a474ad9ac,638ef3b7-c844-4464-8e18-b947f0f81d42,"Demonstrate willingness to learn from others’ experiences of the health system, health conditions and lived environment",1
beab82bc-7fa9-4e99-9e37-a40b239e7c72,638ef3b7-c844-4464-8e18-b947f0f81d42,"Seek constructive, sensitive and timely feedback, support and advice",2
ae615cb4-d766-4781-902b-f56ca28e2a75,638ef3b7-c844-4464-8e18-b947f0f81d42,"Provide constructive, sensitive and timely feedback, support and advice",3
274d3ed1-94a9-407d-a422-40c6c70c57a3,638ef3b7-c844-4464-8e18-b947f0f81d42,Learn from interactions with others and feedback processes,4
3905f1be-d473-4dae-892b-e989e31bcdb8,638ef3b7-c844-4464-8e18-b947f0f81d42,Engage in opportunities to improve collaboration within and between teams,5
212cf139-3a41-4328-9a66-1a38018b13b5,638ef3b7-c844-4464-8e18-b947f0f81d42,Work within the dynamics of a group.,6
22d60457-da8f-4fef-9246-f398affead36,638ef3b7-c844-4464-8e18-b947f0f81d42,Show commitment to the team’s purpose and goals,7
8a8af40a-1fe2-4d9e-929c-97c2f3cb8b7b,638ef3b7-c844-4464-8e18-b947f0f81d42,Consult with and/or refer to others as appropriate.,8
2749f47e-1550-4b48-9294-f8d7ee064308,638ef3b7-c844-4464-8e18-b947f0f81d42,Engage in joint decision-making,9
f726095b-0c91-4bc3-92f5-0adb98660f00,638ef3b7-c844-4464-8e18-b947f0f81d42,"Display behaviour and attitude that can be described as open-minded, empathic, curious, and appreciative of diverging perspectives and evidence.",10
4b60adaa-6893-4221-a5ff-30c83e5c12d7,e2e3772b-6bb0-483a-8dd5-0020320c91c9,"Anticipate, identify, act upon and learn from tensions or potential areas of conflict",1
b49b60b9-1df7-4ae3-80b6-c2c2bf0f36d4,e2e3772b-6bb0-483a-8dd5-0020320c91c9,Focus on the sources of tensions rather than arising conflicts,2
2f2332bf-0c1b-484f-968c-1b5994c588a9,e2e3772b-6bb0-483a-8dd5-0020320c91c9,Support a blame-free environment in which one is safe to question and seek support and guidance,3
67f73f5d-fc51-4f67-90f2-ad297ae5cad4,e2e3772b-6bb0-483a-8dd5-0020320c91c9,"Consider different perspectives when seeking compromise, consensus or a decision",4
84a79a2d-d5e2-4bd8-b556-b6f47af7236c,e2e3772b-6bb0-483a-8dd5-0020320c91c9,Acknowledge diverse opinions.,5
88d200b4-d2d3-450e-a03d-25b6e476177d,e2e3772b-6bb0-483a-8dd5-0020320c91c9,Accept differences.,6
ec9a6210-743b-4af3-b494-4796b29235fe,e2e3772b-6bb0-483a-8dd5-0020320c91c9,"Show willingness to deal with interpersonal conflicts in a constructive, trustworthy way.",7
46046ad3-899e-42f5-95aa-e296991c0321,3bdd0160-5346-4629-873d-2eb794247eda,"Provide the best possible health care that supports an approach to health services that is effective, equitable, efficient, inclusive, integrated, people centred, safe and timely",1
c6367c84-72a6-48f1-be1d-0ea0669bedcd,3bdd0160-5346-4629-873d-2eb794247eda,"Adapt practice to the individual, family and community, including their physical, cognitive, cultural, emotional, linguistic, health literacy and sensory needs and other influences on their engagement with health services",2
41ae96b4-e251-4ba5-abe5-29d7364bc72b,17940cc9-37dc-4472-bb4f-0f13f3dae494,Promote collaborative decision-making,1
a3a2dbd0-2fb3-40b4-924a-1ad61864db20,17940cc9-37dc-4472-bb4f-0f13f3dae494,Seek information and evidence from a range of sources when approaching decision-making,2
ad4cf271-d8f0-462a-a3fb-5b3faa5f6f2c,17940cc9-37dc-4472-bb4f-0f13f3dae494,Approach decisions analytically and methodically,3
b68c9513-93d6-4fe7-80f6-6b3cceabc0ad,17940cc9-37dc-4472-bb4f-0f13f3dae494,"Adapt the approach to decision-making that reflects the complexity, urgency and consequences of decisions",4
fdcb237c-fb6c-4547-ab24-9cfb67abda52,17940cc9-37dc-4472-bb4f-0f13f3dae494,"Demonstrate critical thinking to reach decisions that are well reasoned, ethical, evidence informed, feasible, timely and based on the best available information",5
7d5fa547-5936-49c6-bee6-256f1c65140f,2b75d681-af72-40f6-9294-645b23950a1d,"Use physical, human and financial resources efficiently",1
920bf6c6-6b70-4139-b25f-d2cbad63ff00,2b75d681-af72-40f6-9294-645b23950a1d,Avoid the overuse or misuse of resources,2
37bb6d98-115e-4395-9da5-60ed46cf0ffa,2b75d681-af72-40f6-9294-645b23950a1d,Organize own time and workload effectively,3
ab26d821-9fc8-44c2-b906-d6d20430648a,2b75d681-af72-40f6-9294-645b23950a1d,Take responsibility for own decisions and their consequences,4
566ab65d-25c9-417e-8676-ea3391335710,2b75d681-af72-40f6-9294-645b23950a1d,"Can differentiate categories of systems, e.g. natural, technological, and human.",5
1d8607a4-0d57-425d-aac0-75f96617fbf0,49b0218b-77f0-4eba-911e-acd1d95da1bf,Take initiative to mitigate anticipated problems,1
0d8442ec-7c11-4cfe-be77-d1380f0195fc,49b0218b-77f0-4eba-911e-acd1d95da1bf,"Focus on solutions, end goals and results",2
ebf09300-7fd5-46a8-9b46-16b2f97ead37,49b0218b-77f0-4eba-911e-acd1d95da1bf,Create pragmatic solutions to identified problems,3
b295f1dc-29f0-46ed-b30b-6a7d6fd91c8e,49b0218b-77f0-4eba-911e-acd1d95da1bf,Conform to strategic aims and policies of the organization,4
b8c89b7a-2f0b-4e45-845c-fea45462dbce,49b0218b-77f0-4eba-911e-acd1d95da1bf,"Exhibit a curious mindset by listening openly with a 'tell me more' attitude and contributing with ""what if..."" approaches.",5
a99f87bd-2480-43b0-8808-559006306659,49b0218b-77f0-4eba-911e-acd1d95da1bf,Can identify innovative ideas and creative solutions.,6
45d011fe-b0d8-43c3-9a40-99cb1cc68f30,49b0218b-77f0-4eba-911e-acd1d95da1bf,Can transfer ideas from one context into another.,7
f4e651d8-8a51-4e02-953d-a55c9bc12469,49b0218b-77f0-4eba-911e-acd1d95da1bf,Understand the difference between an idea and a solution.,8
e7265df6-1c88-4451-bf00-b7f1bda76a79,d0dd1cdd-4659-467d-a53e-fdce1b61ed86,Adjust priorities to respond to changing situations and demands,1
229ef481-1374-4f8c-a8fe-86bccacfc28d,d0dd1cdd-4659-467d-a53e-fdce1b61ed86,Demonstrate a calm demeanour under pressure,2
9683045d-0527-41e3-bf1c-a15b783a0cdb,d0dd1cdd-4659-467d-a53e-fdce1b61ed86,Use different styles of inquiry when one is stuck in one's thinking and needs to broaden one's perspective.,3
514e68b6-2307-4d81-8432-046b2510362f,d0dd1cdd-4659-467d-a53e-fdce1b61ed86,Demonstrate proactiveness and anticipation in shaping change and can adapt one's actions to changing circumstances and emerging evidence.,4
a0bd7cae-a966-453e-90db-e7987f91d766,e5110b04-bc89-4797-9b18-0d9763ea11af,"Describe the four ethical pillars for health: Beneficence, Nonmaleficence, Autonomy, and Justice, with Autonomy cited as the basis for informed consent, truth-telling, and confidentiality (e.g. see Varkey B. Principles of Clinical Ethics and Their Application to Practice. Med Princ Pract. 2021;30(1):17-28. doi: 10.1159/000509119. Epub 2020 Jun 4. PMID: 32498071; PMCID: PMC7923912.)",1
ecb05045-49ea-4b6b-ba3c-908440d1d216,e5110b04-bc89-4797-9b18-0d9763ea11af,"Describe ethical principles for digital health, particularly algorithms and decision-making in digital health and AI, that help ensure the safe, ethical and equitable provision of health care, such as (not exhaustive list): * fairness * accountability * transparency * explainability * human oversight / human-in-the-loop",2
40838ed5-ad48-4bc4-be27-3a16a80fe580,97608f84-a5e0-4e0e-a452-f505092ce6e4,Ask critical questions to identify ethical values at stake and potential ethical challenges or problems,1
c319b083-bdd4-45d8-9dd6-1e791fd27136,97608f84-a5e0-4e0e-a452-f505092ce6e4,Identify ethical values at stake by thinking out of the box with a critical attitude,2
bc9d6576-a8a5-4a93-b29a-d2d34711c2db,97608f84-a5e0-4e0e-a452-f505092ce6e4,Explain relevant concepts and learn how to formulate logically sound arguments,3
733c8f9a-525e-41e6-b3bd-bbf167cb24f8,97608f84-a5e0-4e0e-a452-f505092ce6e4,"Analyze ethical frameworks and values from the local culture for implications for the design, implementation and sustainability of digital health systems (e.g. African and Asian cultures' greater emphasis on community and relationships vs Western focus on individualism)",4
ab60f407-2066-465e-afa1-8cb4c93e3af4,97608f84-a5e0-4e0e-a452-f505092ce6e4,Recognise that multiple values might potentially be conflicting with one another,5
0b5b229d-47c4-441f-bb80-614032640a6c,97608f84-a5e0-4e0e-a452-f505092ce6e4,Establish a process to deconstruct the complexity of ethical dilemmas,6
3c767986-90d8-4151-879e-08ea9dad069e,97608f84-a5e0-4e0e-a452-f505092ce6e4,Consider that more than one valid point of view could exist,7
47f0817a-6716-48e0-b276-6153ee0ed7bd,97608f84-a5e0-4e0e-a452-f505092ce6e4,Gather all the necessary facts and the details about the situation/case,8
408d3811-2cac-41e7-bb77-10d4df621b43,99605924-cac9-4dc4-82d8-e95320f59cac,Establish processes and allocated dedicated time for a reiterative thinking process,1
09276a21-c99d-416b-8dfc-e0271de1ad82,99605924-cac9-4dc4-82d8-e95320f59cac,Support an open environment where asking questions and being reflective is encouraged,2
e9c7365d-ac90-4fac-9274-992d725a6a38,99605924-cac9-4dc4-82d8-e95320f59cac,"Provide tools and resources that facilitate resolution of ethical dilemmas (e.g., existing ethical frameworks)",3
be985872-f1ac-4999-a512-4e02b8f5407f,99605924-cac9-4dc4-82d8-e95320f59cac,Ensure continuous training and expanding digital knowledge activities,4
bf77497d-ccdd-406e-b107-1b8d5280687b,99605924-cac9-4dc4-82d8-e95320f59cac,"Monitor decision making processes, allowing for adaptation and corrections",5
f757d45c-22d0-4022-9677-4fa1562fe0d7,99605924-cac9-4dc4-82d8-e95320f59cac,Apply ethical principles while engaging in critical thinking,6
74c2fb2d-5d84-4b12-a58c-154bb4bb9987,99605924-cac9-4dc4-82d8-e95320f59cac,Provide sound recommendations using critical thinking skills and based on evidence and/or best practices,7
cbffc977-2ac8-42c5-9d0d-d6f42349c568,cba5935e-0333-4cf5-82bc-7854880e5ed2,"Identify each stakeholder, including those who may be directly or indirectly impacted such as patients and populations and the health providers, and those who are directly or indirectly responsible for the digital health implementation",1
0745b6eb-f61e-4108-a153-90f0afe671df,cba5935e-0333-4cf5-82bc-7854880e5ed2,"Describe, per each stakeholder perspective, intentions, motivations and principles underneath it, as well as short/long term consequences",2
53ecee74-d34c-4275-9b7e-efd5941ea085,cba5935e-0333-4cf5-82bc-7854880e5ed2,Identify the priorities of each stakeholder,3
33d8e2a6-199b-477f-83f7-3512b713c42e,cba5935e-0333-4cf5-82bc-7854880e5ed2,"Distinguish one’s own perspectives, values, interests and motivations from those of other stakeholders",4
6d64fcf2-dcb0-4d6c-a119-cb1f02ceaf33,cba5935e-0333-4cf5-82bc-7854880e5ed2,Report on potential conflict of interests on stakeholders’ perspectives,5
50509660-a728-4af0-9fdc-9e21e7ecf9b2,aa1dfa80-681d-4064-935a-c849aaf9f133,"Describe the recent local, national, regional and/or international frameworks, guidelines, policies, principles, and strategies that cover ethics of digital health, including AI, for your given context/organization, such as:",1
0349202a-cb9c-4690-9d96-4c5fa9bc384c,aa1dfa80-681d-4064-935a-c849aaf9f133,- Principles of Digital Development - DPI Safeguards Framework - WHO guidance on ethics and governance of AI for health (several documents) - African Union Continental Strategy on AI - UNESCO Recommendation on the Ethics of AI - OECD AI Principles - G20 AI Principles - NIST AI Risk Management Framework,2
1a2dd044-eed5-4dd9-bb74-269d1adf64b1,aa1dfa80-681d-4064-935a-c849aaf9f133,"Describe the recent local, national and/or international regulations and laws that address specific ethics issues of digital health, usually data protection and AI regulation, for your given context/organization, for example:",3
df13c59b-d0b3-415a-ba67-39e4c9e494bc,aa1dfa80-681d-4064-935a-c849aaf9f133,- GDPR - EU AI Act - EU Digital Services Act - US HIPAA (Health Insurance Portability and Accountability Act) - South Africa POPIA (Protection of Personal Information Act),4
a8336d57-d4bd-4017-ad2c-f1a1cb4d9cf4,ddef1485-491b-4054-8130-e0ffecc87e8f,"Set up an adverse event / incident management and reporting reporting system and processes that include the policies and requirements for reporting, notification, mitigation measures, and tracking to resolution",1
967260b1-bf85-480a-9745-d718f22c28f5,ddef1485-491b-4054-8130-e0ffecc87e8f,"Create review or advisory boards and update IRB processes for the ethical and equitable development and governance of the digital health intervention for the given context (e.g. local, national) or organization",2
e7fd5dd3-0db5-48e0-ab59-9bd0bb5c13d3,ddef1485-491b-4054-8130-e0ffecc87e8f,"Define methods for redress for the harm, such as: - Establish or update ombudsman or other focal point and accompanying processes for anyone (public, staff, etc) to report potential ethical harm or inequity arising from the digital health system",3
88873a0f-1d6a-44d8-8eb7-7a7f35b4c194,59496a1d-2461-4f4e-a495-c343c12eb0ea,Identify instances where multiple interests conflict with the completion of the project as intended.,1
f29c1c4b-f4ac-40b0-a1a4-80b090a3c977,59496a1d-2461-4f4e-a495-c343c12eb0ea,Identify instances where multiple relationships might occur between participants in a digital health project that could create or give the impression of a conflict of interest,2
86833434-7d24-40d5-a819-493d6a624f68,59496a1d-2461-4f4e-a495-c343c12eb0ea,"Establish a structure, processes and policies to fairly address conflicts of interest at the outset of digital health projects.",3
1444a55d-5b64-4325-b39a-863b41270c63,59496a1d-2461-4f4e-a495-c343c12eb0ea,Implement processes to identify conflicts of interest at the outset of digital health projects.,4
be848ad0-a8cd-4efd-975c-b8e7c19c34a6,59496a1d-2461-4f4e-a495-c343c12eb0ea,"Monitor digital health projects to ensure conflicts of interest do not arise, or if necessary, do not interfere with the course of a project.",5
829e9869-5c50-42c5-9dad-8d58943078a8,59496a1d-2461-4f4e-a495-c343c12eb0ea,Report and/or disclose any potential or actual conflicts of interest as required,6
249376ce-8be7-47f2-9cef-58ae01a196e6,59496a1d-2461-4f4e-a495-c343c12eb0ea,Respond to conflicts of interest as required and according to processes and policies in place,7
78e9695e-f74a-4cc5-833a-e0fd8617c640,54858f85-a7f8-421f-8346-40347379529d,Identify parties to whom participants in a digital health system or initiative are accountable.,1
fd37e25e-821f-41cd-9a39-0a21abc16fa4,54858f85-a7f8-421f-8346-40347379529d,Identify specific activities and outcomes for which participants in a digital health system or initiative are accountable.,2
b22d3c90-3983-40ae-8fca-2e05acd18f2c,54858f85-a7f8-421f-8346-40347379529d,Identify consequences for breaches of accountability.,3
3e10e6b2-6058-4266-b93d-d30772da5820,54858f85-a7f8-421f-8346-40347379529d,Report or disclose any breaches of accountability as required,4
1f5ef976-4643-4737-a8fa-3b06f85c84c0,54858f85-a7f8-421f-8346-40347379529d,"Establish processes for identifying and addressing issues for which parties are to be held accountable, such as a digital health independent review board (IRB) (similar to a research IRB)",5
0df0871b-4f48-4d81-baed-bc325215c8fa,54858f85-a7f8-421f-8346-40347379529d,Respond to breaches of accountability according to the process and mechanisms in place,6
225dd5ed-333f-4a18-8f5e-290d607f4ef3,54858f85-a7f8-421f-8346-40347379529d,Support accountability mechanisms throughout the digital health system life cycle when under pressure,7
2124399a-74bd-4e7f-8d39-36c98f76c9b3,4ab299a3-adab-4f04-bae7-cc398226f810,"Describe health equity, health inequality, and the social determinants of health cited by WHO and other health institutions",1
1b382a97-8a87-4a2a-8053-abe58a0a773a,4ab299a3-adab-4f04-bae7-cc398226f810,"Describe the human right to health and gender equality, disability inclusion and other categories of bias based on identity including sexuality, age, class, race, caste, religion, language",2
f49f8b86-b555-427e-8380-e5b8f3ed7643,4ab299a3-adab-4f04-bae7-cc398226f810,Describe the impacts of multiple and intersecting forms of discrimination on health and the ethical implications of developing and deploying digital solutions without considering equity,3
17d0d6fb-6e8b-4904-95b4-534d3c8b0c2f,4ab299a3-adab-4f04-bae7-cc398226f810,"Summarize the digital divide: its history, why it exists, and types of divides such as: * Availability - lack of internet, power, computers, phones, etc * Affordability * Quality of service * Relevance (cultural / local relevance) * Digital literacy and education at all ages * Gender (e.g. technology viewed as a male field; male head of household controls the mobile phone)",4
80d4a3c6-4b5c-4a2d-b847-f4e2d8ca93e7,4ab299a3-adab-4f04-bae7-cc398226f810,Apply the Principles for Digital Development to ensure digital health solution is sustainable and inclusive,5
